5,0,MTRNR2L8
326,0,NDNL2
2,0,MTRNR2L1
2,0,MTRNR2L6
862,0,NLGN4X
841,0,NCR3
16,0,NCR2
886,0,NCR1
1481,0,FBN1
203,0,SCN1B
166,0,SCN1A
297,0,FRYL
1323,0,DEXI
331,0,IDI1
22,0,IDI2
206,0,TMEM185B
233,0,UBXN10
1147,0,UBXN11
1606,0,FCHSD1
731,0,FCHSD2
490,0,HIGD2A
380,0,HIGD2B
690,0,TRAIP
216,0,UBA52
451,0,MAN1C1
366,0,MESDC2
1009,0,NID2
1005,0,NID1
5,0,OR5B3
199,0,FCER1A
426,0,SOSTDC1
75,0,OR4D6
1230,1,FANCG
1066,1,FANCF
473,1,FANCE
298,1,FANCC
369,0,FANCB
1577,1,FANCA
477,0,HNRNPAB
553,0,FANCM
1414,0,FANCL
1128,0,FANCI
751,0,CA5B
205,0,CA5A
160,0,F13B
1155,0,HNRNPA3
753,0,HNRNPA0
463,0,HNRNPA1
137,0,HOXA7
230,0,HOXA6
185,0,HOXA5
159,0,HOXA4
463,0,HOXA3
449,0,HOXA2
280,0,HOXA1
497,0,IGLL1
996,0,IGLL5
112,1,HOXA9
963,0,CEP55
280,0,FUT5
235,0,B9D2
249,0,HSPD1
1059,0,MTX2
525,0,MTX1
81,0,PNMT
728,0,LIAS
758,0,KRIT1
562,0,SCRIB
1004,0,TYMS
1834,0,TYMP
183,0,WWP2
124,0,WWP1
928,0,TPI1
318,0,PRTN3
878,0,CTSH
1559,0,CTSK
244,0,CTSL
396,0,CTSA
440,0,CTSB
1328,0,CTSC
1359,0,CTSD
219,0,CTSE
1367,0,CTSF
465,0,CTSG
964,0,CTSZ
1789,0,CTSS
912,0,CTSV
928,0,CTSW
294,1,NFIB
73,0,INCA1
284,0,EMD
685,1,AFF4
601,1,AFF3
550,1,AFF1
938,0,KIAA0195
217,0,KIAA0196
512,0,UBA6
155,0,PDP1
225,0,PDP2
728,0,UBA5
1221,0,UBA2
130,0,UBA3
223,0,UBA1
678,0,PWP1
1254,0,PHF20
229,0,PHF23
540,0,PNO1
677,0,PENK
1254,0,ZIM2
1210,0,GPR65
271,0,GPR61
691,0,PNOC
497,0,GPR68
24,0,TDGF1
643,0,GNS
594,0,RPAP2
722,0,JARID2
100,0,GNE
293,0,RPAP1
537,0,TMEM37
657,0,TMEM33
98,0,NT5C1B
261,0,NT5C1A
290,0,POGK
748,0,C10orf107
93,0,SDS
2224,0,POGZ
52,0,ACRC
707,0,PRUNE2
487,0,PEX11G
373,0,NRCAM
22,0,PNLIP
1394,0,LYZ
1227,0,LYN
115,0,PRH1
1532,0,LY9
104,0,IP6K3
1110,0,IP6K2
553,0,IP6K1
1235,0,MYO15A
752,0,NFKBIB
366,0,NFKBIA
975,0,NFKBID
1345,1,NFKBIE
761,0,NFKBIZ
1214,0,PLAC8
4,0,NR5A1
610,0,RPGRIP1
643,0,DLX5
513,0,DLX6
72,0,DLX1
59,0,DLX2
432,0,DLX3
756,0,ACVRL1
1246,0,GATAD1
483,0,PDGFC
1220,1,VAV1
1316,0,VAV3
404,0,VAV2
242,1,TP63
702,0,NR6A1
870,0,MARS2
1973,0,PYGO1
761,0,PYGO2
52,0,CRHBP
1655,0,FERMT2
1171,0,FERMT3
524,1,CRNKL1
1540,1,WWTR1
1679,0,WDR90
817,0,SYNGR4
431,0,PRPH2
363,0,USP6NL
201,0,RABGEF1
86,0,USP12
883,0,USP13
307,0,USP10
2177,0,USP11
373,0,USP16
643,0,USP14
292,0,USP15
54,0,USP18
423,0,USP19
16,0,INPP1
1265,0,RLTPR
1266,0,TAP1
181,0,CRKL
509,0,UBAC2
271,0,UBAC1
200,0,MT1M
437,0,SUPT5H
442,0,RETN
315,0,RPTN
1039,0,FXR1
1015,0,FXR2
246,0,CYP4X1
796,0,RHBDD3
343,0,RHBDD1
1509,0,KLC1
1644,0,KLC2
801,0,KLC3
959,0,KLC4
972,0,ARPC5L
684,0,CHCHD2
590,0,CHCHD3
244,0,RPL7A
736,0,CHCHD6
44,1,CHCHD7
856,0,CHCHD4
695,0,CHCHD5
768,0,OVCA2
1747,0,ZNF519
229,0,NR2E3
894,0,ZNF513
1178,0,ZNF510
277,0,ZNF511
773,0,ZNF516
1109,0,ZNF514
1588,0,TSPYL4
1388,0,TSPYL5
2,0,TSPYL6
987,0,TSPYL1
1522,0,TSPYL2
44,0,XIRP2
905,0,VWF
16,1,CDH17
1330,0,ARHGAP39
356,0,NTN1
34,0,NTN3
49,0,NTN4
1749,0,NTN5
210,0,SI
18,0,IFNA21
1386,0,B4GALNT1
166,0,B4GALNT3
776,0,NDE1
831,0,NUDC
34,0,DEFA6
31,0,DEFA5
706,0,DEFA4
64,0,DEFA1
1983,0,NUMBL
