degree,label,gene_list
248,0,SLC4A1AP
937,0,EIF4EBP1
29,0,HSPA1A
169,0,RNASEK
1522,0,NUAK2
28,0,PKD1L3
8,0,C1orf111
228,0,RFT1
205,0,STK39
359,0,MTUS2
1221,0,RAP1B
428,0,NUDCD1
1294,0,CAPZA2
707,0,ADAMTS10
331,0,MMP8
393,0,CRYGC
8,0,GHRH
282,0,HIST3H2A
671,0,APOA1BP
336,0,YIPF5
352,0,TBXA2R
144,0,MZT2A
859,0,BTN3A3
577,0,CNOT6L
733,0,GPR25
1534,0,CARF
544,0,GNLY
425,0,TNFAIP6
746,0,MCM3AP
871,0,B3GALNT1
200,0,EMX1
386,0,IARS
244,0,NME1-NME2
150,0,MYOM2
1145,0,DIS3L2
1725,0,KLHDC9
1744,0,ZNF83
554,0,MACROD2
340,0,NEDD4L
1626,0,SH3BP2
2151,0,MAP3K12
617,0,ENOSF1
408,0,SOAT1
343,0,SHB
1250,0,AKTIP
535,0,CHI3L2
40,0,DNLZ
1103,0,ITFG2
340,0,XRN1
962,0,ACADM
675,0,CDC6
1279,0,PXDN
129,0,ELP4
1119,0,NGDN
1417,0,SPPL2B
5,0,TFAP2D
693,0,HSD17B14
782,0,PLXNC1
377,0,UBE2J1
691,0,UNC13A
726,0,CXCR6
1759,0,GABBR1
3,0,GAST
1080,0,WNK3
93,0,IL13RA2
1237,0,KLHL6
393,0,EIF4H
1471,0,HKR1
731,0,TUSC2
637,0,UBE2E1
909,0,TBC1D2B
366,0,POLD3
262,0,IRX3
494,0,ZPBP2
130,0,SLC2A9
336,0,PTRH1
99,0,CELF1
444,0,SEC23IP
549,0,AKAP14
1481,0,FBN1
24,0,MYBPC2
1019,0,ATP5A1
285,0,SCTR
343,0,RPS18
152,0,TMEM212
1882,0,SPARCL1
300,0,ARSH
1557,0,ANTXR1
605,0,FNDC3A
205,0,KEL
523,0,PARG
734,0,BTN2A2
1295,0,VAMP4
495,0,NETO2
1173,0,SIRT1
333,0,KRBA2
86,0,GOLT1B
393,0,SSX3
405,0,SLC35F5
310,0,POLR2E
1475,0,ZNF675
751,0,ACBD5
373,0,IMPACT
727,0,BCL2L10
1041,0,DNAJA3
381,0,ENO1
297,0,TAF5L
1130,0,ZNF207
647,0,PF4V1
326,0,NUP88
78,0,CNEP1R1
729,0,NENF
412,0,UCN2
1094,0,FCGRT
403,0,FAM117A
423,0,SNRK
227,0,SNRNP48
803,0,SRPX2
2009,0,ABI2
2107,0,LRRC49
858,0,TOPBP1
1296,0,TCERG1
1877,0,THOC1
299,0,ERLEC1
576,0,BMS1
287,0,SCN4B
918,0,HES2
576,0,BNIP3L
139,0,ITIH3
614,0,DDX25
686,0,PPM1F
765,0,PSMD10
863,0,RNF8
712,0,CAST
703,0,H2AFX
184,0,ALX1
213,0,NDEL1
56,0,GPR37
732,0,HLA-DQA1
2,0,IFNA14
231,0,PRG2
1234,0,PBX4
143,0,POGLUT1
107,0,BAMBI
362,0,OR4N2
471,0,PLA2G2D
260,0,SCP2
273,0,PAK1IP1
1087,0,MEOX2
488,0,IL1RAPL1
523,0,PRC1
492,0,BHMT2
859,0,SFXN2
249,0,MPHOSPH9
765,0,BCCIP
891,0,PKDCC
561,0,COG8
97,0,CUL5
5,0,TG
136,0,WBSCR22
786,0,OSBPL2
974,0,FDX1L
500,0,SHOC2
101,0,PPARD
982,0,KCNMB1
1528,0,ZNF582
108,0,LY6E
1056,0,TLR2
395,0,F8
763,0,STX7
546,0,RSL24D1
83,0,GC
12,0,UCP1
1354,0,MED13L
127,0,BLMH
109,0,PCGF1
1078,0,MED11
277,0,FBXL5
987,0,MRPS18B
324,0,SNRPD3
270,0,SERPINE1
574,0,SULT1A3
1152,0,WASF1
1073,0,NDUFS6
202,0,ATP2A2
1469,0,ZNF711
392,0,HCFC1
2049,0,SIN3B
384,0,ACAT2
1329,0,NPR2
200,0,MAPK14
586,0,RUSC1
1000,0,ANAPC11
1371,0,CYTIP
2,0,H2AFB2
59,0,WHAMM
706,0,OPRL1
521,0,GTF2H4
1476,0,ADD1
434,0,HAT1
609,0,RGL2
459,0,RBP5
444,0,METTL6
527,0,RRP1B
647,0,RBPMS2
264,0,POLR2G
1193,0,MED28
383,0,PANX1
1772,0,PSMB8
1454,0,OXSM
164,0,RNF13
1077,0,SPINT2
457,0,EFNB1
461,0,TES
285,0,FAM69A
1113,0,AIF1
1168,0,SKAP1
257,0,IFIT2
1032,0,ZNF7
1020,0,C3AR1
568,0,ZKSCAN1
844,0,WBSCR16
73,0,NPY2R
581,0,MRO
1001,0,ERAS
644,0,IQCD
1255,0,TROAP
119,0,RTBDN
706,0,ZNF630
67,0,PLXNA1
411,0,ZNF491
1024,0,PYGL
99,0,IGF2BP3
302,0,ADD2
1295,0,TRAT1
1589,0,NEK11
800,0,TOP2B
220,0,IFIT5
275,0,ALKBH8
349,0,CHST15
354,0,PARM1
289,0,CCDC9
257,0,ZNF683
212,0,MBIP
29,0,FZD8
96,0,IMPA1
522,0,OAZ1
1668,0,TXK
347,0,STRA8
722,0,COX7C
386,0,MPST
2,0,SLX1B
623,0,CKS2
648,0,NAA30
192,0,SEMA6B
579,0,GALNT9
1258,0,GPR171
107,0,TRPM7
962,0,TTC25
339,0,EIF2S3
1120,0,MCM5
949,0,IGFBP7
907,0,NBPF1
479,0,STMN4
804,0,GTF2IRD2
83,0,PRDM10
864,0,KIAA1324
286,0,ATP5S
267,0,B3GAT1
243,0,TSSK4
277,0,SPNS1
118,0,FMO3
322,0,LGI1
109,0,CDC40
499,0,ST6GAL1
339,0,GPS2
478,0,GOSR2
55,0,TMCO3
1014,0,WDR59
762,0,POMT2
435,0,VPRBP
222,0,GPKOW
880,0,ECI1
359,0,ABCG2
446,0,NEBL
164,0,C4A
938,0,ADRBK1
720,0,MSL3
577,0,ARAP3
355,0,PKM
108,0,SYCE2
1476,0,ING5
725,0,ALDH18A1
1538,0,SWAP70
200,0,RAP1GAP2
972,0,ARAP2
314,0,OR2F2
1255,0,MOV10L1
194,0,PFKFB1
563,0,MRPL18
32,0,HPR
625,0,CACNA1F
498,0,PGM3
340,0,RPL12
109,0,MINA
248,0,PRR4
18,0,DCD
947,0,GSTZ1
580,0,DNAJB4
590,0,C9orf114
73,0,INCA1
91,0,FBXO8
236,0,TULP2
530,0,HEBP2
244,0,PTTG1IP
1463,0,RAB34
1136,0,RTN4IP1
590,0,TREM1
1040,0,SYNM
786,0,ZNF57
217,0,LONP2
57,0,CYP21A2
90,0,PIPOX
532,0,FASTKD5
183,0,EYA1
437,0,IRGQ
386,0,WDR46
339,0,NHP2
99,0,IL34
168,0,MTMR7
338,0,SEC24C
33,0,S100A5
125,0,LIN7C
38,0,CHRNE
166,0,ABCD2
1208,0,NDUFAF2
132,0,F2RL2
774,0,TTC12
1119,0,ACTB
1367,0,CTSF
145,0,BCAT2
317,0,PIK3C2B
23,0,PLA2G1B
528,0,HNRNPU
163,0,SLIT1
248,0,BSND
1735,0,WTIP
695,0,CHCHD5
490,0,TAB1
132,0,SMEK2
181,0,ACSBG1
246,0,NTF3
432,0,HLCS
2214,0,TTBK2
419,0,KIR2DL3
1539,0,ABI3BP
284,0,ZCCHC9
379,0,LAMTOR5
1951,0,RGAG4
131,0,FAM13A
182,0,ANP32E
1225,0,GDI1
227,0,CARM1
1549,0,ZNF101
92,0,FRG1B
795,0,RAC3
282,0,RNF113A
156,0,WASH1
177,0,MAPK3
308,0,RPS4X
163,0,NUCB2
1114,0,RNF115
216,0,H1FX
1487,0,CCR10
510,0,GNL2
26,0,SLC4A9
90,0,CCR9
1336,0,TNNI3K
870,0,MARS2
169,0,CTNS
376,0,NPLOC4
375,0,NKX3-2
332,0,PAK1
154,0,GSC
133,0,PLD1
329,0,PRPSAP1
1595,0,ROCK1
1245,0,GPR160
1016,0,FTL
84,0,MZT1
218,0,TSPAN12
750,0,TMEM134
1242,0,MXD3
656,0,MPI
707,0,SRP9
87,0,LCORL
422,0,SLC17A1
470,0,ATF7IP
92,0,ZCCHC2
207,0,STIM1
605,0,ASB4
1668,0,CELF6
678,0,VPS28
1346,0,TNFRSF18
603,0,HOXD3
590,0,SAMHD1
1420,0,POU6F1
444,0,PFAS
272,0,AKIRIN2
682,0,FAM69B
823,0,NARFL
263,0,GNG10
1374,0,PTAFR
243,0,WTAP
2073,0,SSPN
674,0,NEK5
175,0,GALC
118,0,PCBP2
219,0,SCGN
34,0,NTN3
84,0,CABLES2
423,0,PXMP2
258,0,CUX2
311,0,RPL17
426,0,ETV7
433,0,ACY1
110,0,ZP3
1248,0,DYNLL2
2,0,ADCY10
115,0,PHKG1
374,0,DPAGT1
371,0,T
573,0,PDYN
1303,0,PNP
434,0,DCX
423,0,KCNC4
300,0,PXK
186,0,MEGF11
215,0,TDRKH
30,0,UBE2G2
696,0,FOXQ1
920,0,DIS3L
512,0,ERLIN1
789,0,AGBL5
821,0,SAFB
129,0,TFAP2B
431,0,ZNRF2
255,0,CPNE3
262,0,ZDHHC11
8,0,OR4C16
488,0,BLOC1S2
107,0,CCL15
537,0,RIN2
434,0,RBMX2
611,0,PCDH7
709,0,ZNF703
196,0,GLDC
261,0,MAN1A2
330,0,TBCC
1346,0,HSDL1
253,0,GINS3
1206,0,ST8SIA4
2,0,OR5B17
488,0,CFP
362,0,VGLL1
1165,0,IL12RB1
651,0,SRP54
528,0,EDC3
588,0,POLN
534,0,WNK1
4,0,SPINK7
179,0,GABRA4
228,0,DHX33
198,0,HNRNPUL2
1017,0,NOXA1
680,0,IKBKG
96,0,GRIK1
1444,0,ADM2
562,0,USP7
315,0,MRPL10
495,0,RRM1
823,0,ZNF605
432,0,DGCR14
1373,0,LRRTM3
157,0,HOXB5
666,0,FASTK
1051,0,COMMD9
478,0,RTKN
579,0,DMC1
909,0,C1S
810,0,LMCD1
254,0,OXSR1
619,0,PPARGC1A
54,0,ALS2CR12
743,0,ACADVL
833,0,CEP57
1144,0,KLHL30
202,0,FADS2
2120,0,RPS6KA1
639,0,ST7L
2,0,RNASE8
780,0,HIGD1A
689,0,MAN1A1
210,0,FAM180B
444,0,SLC13A5
88,0,OBFC1
3,0,APOC2
873,0,GLIPR1L2
131,0,GNL3L
217,0,PVRIG
1474,0,MOCS2
809,0,PDCD4
387,0,CALR3
525,0,ZBTB42
566,0,PCNX
879,0,TSSC1
399,0,RBM14
235,0,RPL23A
229,0,DDI2
236,0,LUZP1
703,0,VNN3
1113,0,RAP1A
340,0,CCDC53
167,0,PTPRH
914,0,PRAM1
1815,0,MAGI2
95,0,GREM1
910,0,COQ7
827,0,ERICH1
495,0,ZNF185
793,0,TPX2
641,0,OGT
787,0,TMEM138
195,0,SCARB2
499,0,MDFIC
800,0,AQP1
39,0,GNRHR
839,0,PAIP2B
25,0,LCN1
739,0,GMNN
643,0,KIAA0391
902,0,KLHL1
355,0,KLK13
176,0,ST6GAL2
832,0,MCCC2
693,0,C11orf1
876,0,MYO5B
583,0,LTF
299,0,CRHR2
146,0,INHBB
1082,0,GDAP1L1
668,0,BATF3
2,0,ZNF560
1578,0,SLC16A13
33,0,ING2
207,0,USE1
26,0,OMP
475,0,CCM2
1219,0,ENO2
46,0,LY6G6C
401,0,ACACB
682,0,EIF3A
279,0,CLDN17
400,0,GPX6
77,0,GPR180
41,0,PLIN1
782,0,GRK5
565,0,GULP1
1031,0,PCF11
1294,0,NCKAP1L
1855,0,ZDHHC12
201,0,ATG16L1
1692,0,AXL
373,0,DENND1A
4,0,ROPN1
920,0,RGS18
313,0,RPL34
631,0,NKX2-2
1084,0,LDHD
2047,0,SOBP
1117,0,TMEM55A
631,0,AMMECR1L
23,0,PNLIPRP1
887,0,TMEM179B
288,0,SPAG7
209,0,SCNM1
835,0,TCHP
615,0,TMEM55B
1114,0,CTNNA3
838,0,MYSM1
318,0,GOLGA2
665,0,IL17RB
165,0,PRX
1138,0,TBC1D2
1124,0,DLGAP5
36,0,CP
771,0,CTPS2
512,0,KCNK15
305,0,HTR2B
787,0,DDX39B
289,0,HES4
1021,0,TMEM198
776,0,RBM19
657,0,GRIK4
513,0,DCLRE1B
770,0,ABHD11
357,0,PAX9
563,0,FASTKD1
1374,0,EPM2AIP1
249,0,TMEM214
1540,0,CENPC
266,0,NR1H3
344,0,CALM3
146,0,EDEM3
400,0,VANGL1
483,0,ADSS
258,0,INS-IGF2
1320,0,MROH7
912,0,CTSV
120,0,GCG
274,0,SHC2
151,0,ZNF219
1242,0,CAMSAP1
819,0,NOL8
62,0,COL23A1
770,0,EPN3
408,0,GCC1
168,0,MKNK1
1247,0,CDCA8
95,0,NUFIP2
344,0,FOXRED2
922,0,CD300LB
1151,0,CSDE1
1147,0,ZNF707
776,0,NDE1
643,0,RREB1
1223,0,ITGB2
555,0,P2RY11
466,0,CD59
1172,0,ZNF493
848,0,MMP9
690,0,ANKRD13C
390,0,BTG4
756,0,OLFM1
866,0,SAMD4A
749,0,CD40
689,0,FAM178B
317,0,NFIL3
1036,0,GSTM2
540,0,TIPRL
112,0,HHIP
808,0,STK38L
271,0,CNGB1
1558,0,TEX10
437,0,MYCBP
286,0,SHMT1
1267,0,RBM27
97,0,PTPRU
27,0,RPE65
155,0,SLC51A
326,0,ZNF366
914,0,CST7
407,0,WDFY3
330,0,DBH
1509,0,KLC1
275,0,ARVCF
626,0,PGPEP1
374,0,GBP3
489,0,AK2
380,0,HMG20A
540,0,NUCB1
1199,0,PLCH2
153,0,C12orf10
602,0,CRELD1
504,0,ATXN1L
100,0,RGPD8
1603,0,WDR27
370,0,RAD54L2
456,0,GANC
270,0,PDK4
637,0,EPHX2
24,0,REG1B
1699,0,GPRASP2
540,0,KCNAB2
350,0,RPL3
655,0,GCNT1
1186,0,CD44
1634,0,MPDZ
164,0,NPR3
341,0,CEP70
747,0,KPNA3
316,0,GUCY2F
219,0,LYSMD2
254,0,RPL14
68,0,FLII
46,0,UBE2V1
300,0,VTN
126,0,GCKR
1160,0,SP4
852,0,XRCC1
430,0,CSAD
411,0,AP1M1
289,0,OR5H14
226,0,EIF3L
119,0,LPGAT1
1687,0,GNB3
734,0,PYCRL
522,0,TUBGCP2
34,0,PNLIPRP3
847,0,YBX1
248,0,WDR91
527,0,ERO1L
55,0,PTGDR2
1004,0,PLA2R1
855,0,CD2AP
1381,0,FAM193B
336,0,NFXL1
630,0,GRASP
1315,0,FAM50B
910,0,SPRYD4
660,0,NDC1
91,0,FFAR4
298,0,AJUBA
1294,0,AHSA2
58,0,ABCB11
629,0,AGO2
132,0,GRM1
742,0,MYOM1
737,0,GBP2
709,0,ZNF512B
114,0,HMX3
648,0,MT-ND1
321,0,RAB15
1360,0,FMOD
780,0,IL1RAP
400,0,ABCB6
633,0,CHKA
1980,0,KCTD7
53,0,OAT
1091,0,SLC4A7
151,0,RTN2
453,0,FAM129C
978,0,TNFAIP8L2
23,0,F2
1063,0,B9D1
237,0,FGFBP2
482,0,PIKFYVE
372,0,YARS
77,0,KDM4D
566,0,MORF4L2
18,0,APOA5
22,0,COMMD7
165,0,HTR1D
1196,0,TMPRSS13
1171,0,ANTXR2
200,0,A1BG
647,0,PIN1
752,0,RNF39
428,0,BTC
948,0,EIF2S1
210,0,SI
502,0,DAP
1824,0,MLX
198,0,EGLN3
199,0,GPAA1
79,0,HTR3A
283,0,DHRS7B
790,0,CD70
586,0,GINS2
573,0,CALCOCO2
160,0,DNA2
261,0,GRK1
1351,0,CORO2A
426,0,SOSTDC1
471,0,CCDC84
612,0,SDR39U1
3,0,OR10J3
39,0,POU3F4
873,0,NME3
186,0,DDX58
425,0,RPP40
126,0,IL1RL1
129,0,ALDH7A1
892,0,PAM
118,0,SLC6A9
1027,0,RNF150
1257,0,IPO13
107,0,KERA
1001,0,RAB2B
583,0,CLK1
212,0,PLEKHA5
41,0,UGT2B15
162,0,SOX11
1032,0,EIF5A2
795,0,TICAM1
78,0,HOMEZ
108,0,CNTFR
1267,0,ICOS
286,0,ANXA8
778,0,STMN1
1112,0,BRSK2
1121,0,AQP3
1303,0,TGFA
1101,0,KCND2
506,0,HERC5
315,0,TPP2
89,0,TDP2
240,0,SHD
310,0,OR14K1
545,0,F13A1
1112,0,ZNF626
47,0,UBE2E3
259,0,CD3EAP
8,0,SCGB3A2
925,0,RAB11FIP3
653,0,POLR3B
864,0,SNX13
661,0,SERPINH1
628,0,WNT7B
1455,0,BRF1
787,0,UIMC1
235,0,DERL1
90,0,SLC25A21
505,0,MED4
549,0,RDM1
769,0,ANXA6
22,0,PITPNC1
147,0,UBE2S
85,0,MGRN1
614,0,ZFP91
544,0,CD38
513,0,SLC16A11
679,0,VENTX
225,0,UBE4A
1381,0,CLASP2
126,0,MRPL42
393,0,PSMB1
785,0,ALG10B
71,0,SYCE1
266,0,FNTA
487,0,COIL
131,0,STK31
145,0,NAA10
17,0,CYB5B
818,0,GPR17
566,0,GYPE
1167,0,SH3YL1
643,0,DLX5
21,0,PTH2R
1068,0,SLC4A8
8,0,GREM2
390,0,SEMA7A
471,0,METTL1
49,0,C9
125,0,SGK223
744,0,CYP2C18
179,0,NPAS2
336,0,OR6T1
1207,0,SLC35A2
236,0,RBM8A
498,0,SH3BP5
265,0,RIC8A
330,0,CAMKK2
1441,0,ARL13B
641,0,STX1A
59,0,CLEC2L
224,0,CPNE4
747,0,FAM198B
1168,0,DDAH2
836,0,GATAD2A
2126,0,ZSCAN18
93,0,LRRC8B
1394,0,THRA
1334,0,ACTR3C
169,0,CRYBB3
740,0,ZNF414
442,0,DIP2B
952,0,CNN2
1326,0,MC1R
1127,0,NDUFB9
181,0,FOXB2
757,0,FBXO24
1531,0,IL10RB
400,0,RPL23
252,0,SCML1
2034,0,ATP8B2
284,0,RPS19BP1
456,0,CD1E
745,0,RCAN3
926,0,IFITM2
771,0,TIMM10
287,0,COL9A3
547,0,GGT5
352,0,NRG3
986,0,MS4A7
1117,0,ZNF70
473,0,RCN1
1085,0,KANSL1
452,0,UBXN8
649,0,UNKL
1024,0,PAIP1
702,0,MT-ND4
28,0,ADCY8
1138,0,S100A6
573,0,NUDT6
537,0,DNAH5
844,0,SUDS3
1142,0,NAT9
477,0,SERF2
183,0,DHRSX
1098,0,BAIAP2L1
1146,0,TIMM17A
237,0,EXOSC3
1330,0,ETS1
581,0,FAM122C
1533,0,RNF215
1585,0,MAP4
319,0,TMED4
1403,0,PRPF3
793,0,METAP2
571,0,ASB2
194,0,NANP
712,0,TMEM132D
192,0,ACTL6B
82,0,SPINK1
885,0,SMARCA5
404,0,ZC3H15
1073,0,UBE2I
13,0,OR5AK2
585,0,ZSCAN20
77,0,CA9
692,0,WDHD1
116,0,ZNF24
1093,0,CSNK1E
525,0,TOMM6
521,0,EBI3
853,0,MVK
900,0,ITSN1
30,0,APOC3
268,0,MPO
101,0,PCSK1
1536,0,CDK13
442,0,CCDC107
226,0,TSC22D3
655,0,CYP2C9
409,0,MMP11
9,0,APOA1
819,0,CHURC1
376,0,FBF1
376,0,POLR2D
331,0,TUBB4B
1185,0,AP3M2
1148,0,HAL
1119,0,SMAD5
678,0,PWP1
479,0,NPFFR1
12,0,POLR2J3
626,0,CDC42SE2
736,0,MRPL1
260,0,UBE2J2
1135,0,ANXA1
1244,0,CPE
371,0,ZBTB33
869,0,PDHB
1064,0,TPMT
1471,0,DMD
557,0,GPC6
829,0,RAB4B
1106,0,TMEM216
1031,0,TAF1A
904,0,PRMT7
1127,0,DSCAML1
2,0,OR7D2
223,0,FGF4
299,0,MBD3L2
379,0,PLOD2
2,0,LDHC
498,0,EIF4EBP2
1539,0,HPS4
741,0,SAP30L
776,0,LTB
839,0,NDUFB1
370,0,HAUS4
1050,0,U2AF2
450,0,RBM33
209,0,MRPL9
500,0,NANOS2
1093,0,PAFAH1B3
1319,0,ACAA1
180,0,TGM2
1104,0,TRPV2
352,0,KANK3
2170,0,L3MBTL1
383,0,RPLP0
470,0,RFWD2
343,0,RHBDD1
1928,0,RSF1
931,0,TRPM2
2,0,IL9
809,0,CRLS1
1572,0,MARCH11
2049,0,ZNF135
298,0,N4BP3
114,0,TFF1
76,0,SSTR1
82,0,ANGPTL3
500,0,RNF220
2100,0,FZD3
58,0,ARHGEF3
826,0,HIP1R
690,0,GMEB1
964,0,ATPAF2
513,0,DLX6
82,0,TM4SF20
328,0,CLTB
1396,0,MYO1G
484,0,DDX47
1704,0,KIFAP3
191,0,UAP1L1
118,0,PHACTR1
358,0,SOHLH2
2,0,OR1M1
711,0,MRPL46
482,0,SMYD4
519,0,CHGA
186,0,LAMP1
237,0,QPRT
181,0,RAG1
1337,0,NOP10
710,0,CTNNA1
238,0,IRX5
530,0,PPP2CA
971,0,TFR2
81,0,HES5
85,0,SREBF2
240,0,GCNT2
1048,0,LRP1
83,0,HS1BP3
92,0,TBX4
91,0,CD83
593,0,UEVLD
543,0,STRN3
13,0,RP1
579,0,MAP2K5
1341,0,SLC27A5
872,0,TRPV4
232,0,ARC
216,0,SUMF2
1327,0,ZNF596
1762,0,ZNF333
53,0,PLA1A
56,0,BAAT
625,0,ME3
535,0,ELOVL2
1227,0,SUGT1
748,0,UTP6
535,0,CYFIP2
1071,0,MKX
2006,0,RECK
429,0,MRPL41
204,0,CTU1
143,0,RAPH1
152,0,MAN2A1
88,0,FCN2
1126,0,DNAJC28
476,0,ALOX12
1175,0,L2HGDH
521,0,CSHL1
1463,0,SCARF2
153,0,TBC1D3F
392,0,PARD3
850,0,SPRED1
84,0,LRP2
180,0,IER5
168,0,TMEM30A
231,0,EEF1B2
148,0,DHDDS
397,0,PEX13
13,0,AVIL
437,0,PRPS1
373,0,WDR5
665,0,LRRC59
899,0,PRKCH
2259,0,ZNF25
308,0,RNF166
447,0,CYP51A1
717,0,CTGF
788,0,KCTD8
746,0,DOCK9
212,0,GGCT
364,0,BHLHE23
298,0,MX1
794,0,ALAS1
2,0,CLN3
590,0,CDK5R1
1049,0,NDUFB2
248,0,TBCA
225,0,ATP6V0A1
1249,0,HRH1
1442,0,RASSF5
236,0,SH2B2
16,0,NR1I3
818,0,SETDB2
905,0,VWF
201,0,INSRR
883,0,SUCLG2
401,0,EXD1
859,0,FAM173A
1060,0,OCIAD1
310,0,ZNF28
1096,0,EXOSC8
1167,0,SOX1
556,0,HOXD4
772,0,C1QA
700,0,IKZF5
243,0,PODXL
14,0,LGR5
1168,0,ZNF71
2,0,RPS26
627,0,CDK2
329,0,RPL11
41,0,CKM
747,0,DUSP3
547,0,ZNF69
272,0,MYO10
493,0,UBE2T
224,0,RAET1G
559,0,HDAC4
1411,0,LGALS1
488,0,RNF113B
85,0,HTR7
90,0,TREM2
278,0,QPCTL
1836,0,ZFP30
68,0,TSLP
1574,0,TUBGCP6
1983,0,NUMBL
528,0,CETP
895,0,BUB3
3,0,OR2B11
424,0,IVNS1ABP
451,0,CSNK1D
1438,0,SMPD4
562,0,ZNF8
557,0,TUBGCP3
589,0,NMNAT1
172,0,MT1A
378,0,CAMTA2
853,0,PRR14
1043,0,TOMM40L
181,0,LSM5
1004,0,EFCAB6
1141,0,PRPF39
345,0,CWC15
375,0,SNX6
689,0,ATP6V1D
406,0,ATP6AP2
1111,0,NDP
121,0,SLC26A2
109,0,SEMG2
160,0,CSNK2A2
1069,0,ARPP19
3,0,KCNC2
576,0,CORT
336,0,PTP4A2
49,0,FGA
916,0,GIMAP6
103,0,PPP1R3A
1179,0,ZNF546
1707,0,IRF5
123,0,ZHX1
27,0,C19orf43
387,0,ERGIC3
753,0,CD163
1542,0,ELF1
311,0,SOX7
752,0,ARID5A
166,0,CYP11A1
371,0,TRIM2
477,0,ALDH5A1
923,0,RABGGTA
117,0,APLN
1189,0,FCER1G
288,0,LZTS1
1317,0,SHANK1
226,0,ACADL
258,0,HERC4
1836,0,TCEAL3
1276,0,DPF2
34,0,SAA2
168,0,AIF1L
590,0,TINF2
355,0,RRS1
253,0,THRB
678,0,CCNL1
416,0,RND3
489,0,KRR1
212,0,OR51E1
877,0,SOD1
746,0,LSM8
147,0,CSMD1
724,0,UCK1
110,0,XPR1
167,0,TOX
188,0,FXYD2
67,0,APOL2
1656,0,PTPN22
1046,0,CCDC103
1147,0,LTBP1
24,0,AVP
395,0,TMEM39A
778,0,ASNSD1
210,0,VAPA
1482,0,HAGH
367,0,PIWIL4
45,0,CCNDBP1
425,0,EIF2B5
595,0,NKX2-8
728,0,LIAS
732,0,ANKLE2
627,0,ACO1
992,0,PSMB7
1148,0,BEND5
109,0,SERPINB3
977,0,CD226
933,0,ETFB
535,0,CLEC4C
1641,0,EPM2A
366,0,XPO5
564,0,RYR2
1868,0,ZRANB2
516,0,AIP
256,0,DUS4L
606,0,MCM4
26,0,HBZ
424,0,PIGV
1088,0,DDX60L
330,0,PAPSS2
67,0,COL13A1
378,0,CDNF
918,0,NPAS4
96,0,SELE
264,0,RNF144A
238,0,RPS14
408,0,ALOX12B
1442,0,LNP1
968,0,GPC2
2,0,USP17L10
813,0,ZNF184
1004,0,SYT14
849,0,REEP6
405,0,FDXACB1
639,0,VNN2
2,0,OR14C36
812,0,NRL
939,0,HELB
347,0,RPS11
777,0,RFK
53,0,GCNT4
1014,0,MNS1
575,0,CCNE2
504,0,SNRPG
307,0,BRE
1734,0,CRTAP
322,0,RPS6KA5
228,0,MPP1
35,0,RSAD2
489,0,PPP2R5D
608,0,MRPS18C
90,0,BMP3
359,0,RPS27A
176,0,HIST1H4E
499,0,USP25
369,0,CSRP2
526,0,ABCA5
1110,0,ZBED5
445,0,SAP30BP
373,0,NRCAM
34,0,ULBP2
619,0,SRFBP1
785,0,THEM4
991,0,PRKD3
1220,0,E2F5
117,0,DNMT3L
559,0,ASAH2
564,0,MUC20
1103,0,COX5B
381,0,ZNF462
655,0,CPSF1
375,0,PLCL2
72,0,MAGI1
763,0,CBY1
404,0,GPX5
48,0,H1F0
116,0,HSD17B12
1114,0,EFEMP1
256,0,MEST
984,0,RAB3IL1
1321,0,CDON
1189,0,PARD3B
500,0,XRN2
10,0,CYP2A7
226,0,ACACA
455,0,RRAGC
196,0,LTC4S
1562,0,NUDCD3
1497,0,ATF7
1595,0,TRAF3IP3
144,0,DPY30
230,0,HMG20B
1555,0,PARK7
851,0,UBE2Q2
412,0,BATF2
712,0,FAM19A3
354,0,RLN3
487,0,PTGER4
516,0,VIPR1
331,0,PDXK
497,0,WISP1
864,0,ICAM2
479,0,TNFRSF10C
267,0,BRK1
24,0,SCEL
179,0,RALB
860,0,EZH1
296,0,GABRR3
946,0,PBX2
376,0,MARCH7
516,0,RBM43
1779,0,F11R
1254,0,PLS1
929,0,NR0B2
296,0,PTX3
564,0,APOBEC3C
220,0,VPS35
977,0,OCLN
624,0,UBE2O
1211,0,HTR5A
797,0,FAM83B
245,0,MOGAT2
1270,0,MFNG
382,0,PPP3CC
544,0,NXT2
98,0,TP53BP2
612,0,RORB
1034,0,MARK1
1965,0,PKD2
369,0,ZMYND10
261,0,NT5C1A
579,0,MSX1
368,0,CDC123
1006,0,EPHA4
587,0,FAM72B
333,0,SYT4
304,0,PITPNM3
583,0,PIGN
2033,0,PNMA1
218,0,SEMA4B
638,0,TBP
3,0,OR5AS1
4,0,OR52J3
1541,0,COL6A1
878,0,WDR7
28,0,HAPLN1
617,0,WDR76
390,0,MBOAT2
1014,0,CD180
1140,0,HEMK1
24,0,SOX14
708,0,MDFI
741,0,IPCEF1
298,0,ICK
82,0,EGR4
250,0,DCTN5
201,0,MOB1B
223,0,MAT1A
416,0,BCL2L11
351,0,METTL13
27,0,CX3CR1
112,0,TMEM167A
296,0,ARF4
664,0,TFAP2C
1634,0,KIAA0895L
598,0,LRBA
247,0,INTS5
760,0,TMEM79
1496,0,BICD1
159,0,IGLON5
69,0,KSR1
636,0,ASAP2
551,0,NACC1
209,0,DTX1
667,0,ARL6IP5
420,0,TMED2
