degree,label,gene_list
60,0,SLC25A18
485,0,MED24
1926,0,GMIP
952,0,CCDC144NL
1323,0,DEXI
1121,0,TEPP
804,0,DCT
284,0,LENG9
2,0,OR2A12
705,0,CDK19
869,0,TMEM52
125,0,ADRA1B
1958,0,KIAA2026
311,0,PLTP
635,0,TXLNG
1186,0,NCF4
983,0,ADAMTSL4
471,0,ZNF672
836,0,CDK1
1151,0,ABCC9
1240,0,ANAPC2
808,0,GJB3
1688,0,MLKL
498,0,ZSWIM7
537,0,TMEM57
1086,0,NOD1
664,0,EML1
355,0,DPM1
116,0,TOX2
270,0,EGFL6
128,0,SNCB
1057,0,GON4L
48,0,SNX8
727,0,KCTD5
1195,0,HMBS
610,0,KLF15
589,0,RTF1
866,0,RNF146
5,0,BLID
21,0,TNNC1
119,0,ANXA13
100,0,ALPI
900,0,VPS37B
181,0,CRKL
406,0,DDX20
1710,0,EFS
504,0,ITGA9
1072,0,MAP7D1
497,0,MED6
427,0,ABLIM3
1279,0,TCEAL6
212,0,RMND1
918,0,S100A9
32,0,ZP2
892,0,MFAP5
120,0,MRM1
613,0,CCNB1
993,0,ARIH1
632,0,ZNF138
4,0,LENEP
534,0,PPP1R3C
25,0,TNNI3
40,0,FBXO48
518,0,RASD2
870,0,GDF11
187,0,PDK3
856,0,LZTS3
1059,0,GSG2
591,0,KIAA0368
682,0,BNIPL
300,0,CPNE6
212,0,OR51G2
881,0,RER1
5,0,AMD1
801,0,HAS3
1239,0,TUBG2
487,0,AMPD2
337,0,TNK2
529,0,TAX1BP1
991,0,ZNF507
397,0,KCNK1
404,0,NCKAP5L
1092,0,NMI
1230,0,PARP15
532,0,ARL5A
1166,0,CXXC1
722,0,RNASEH1
677,0,DHFRL1
1141,0,C18orf54
1350,0,RHEB
562,0,HCG27
236,0,QRFP
369,0,FANCB
518,0,LMTK2
298,0,GALNT7
219,0,PCYT2
572,0,RTEL1
31,0,POU4F1
3,0,IFNA10
1359,0,CTSD
322,0,PDS5A
5,0,KLK3
506,0,LETM2
982,0,PTPRJ
1028,0,FUT2
116,0,PQBP1
594,0,NBAS
137,0,UTP14C
604,0,HHEX
627,0,SLC17A9
9,0,TRIM54
736,0,CHCHD6
1025,0,RNASEH2C
929,0,CUEDC2
482,0,NUDT9
539,0,ELAVL1
265,0,SLC44A1
1059,0,IL18
376,0,PPRC1
182,0,GNB2
685,0,GLRX3
1317,0,CLDN11
339,0,IL13RA1
419,0,RBM18
297,0,FRYL
1356,0,BMPR2
179,0,TRAK1
1125,0,APBB3
38,0,RDH5
576,0,ARHGEF15
51,0,RBPJL
429,0,PSMA3
324,0,JMJD4
667,0,B3GAT3
184,0,KCNQ3
56,0,TCEB3C
51,0,PDK1
267,0,PEBP4
608,0,RELA
123,0,CXCL2
157,0,HIST1H2BF
540,0,HAND2
812,0,SYT13
1336,0,HOOK1
1119,0,PRKRA
335,0,RNF40
25,0,EPB42
1436,0,MAPK8IP2
475,0,SOCS3
73,0,MAP2K6
514,0,CTTNBP2
876,0,SYNE1
104,0,IWS1
961,0,CLASP1
55,0,ZNF564
1063,0,RBM6
1282,0,ZNF227
309,0,PROP1
2140,0,DTX3
161,0,PLRG1
63,0,MUSK
38,0,OR10J5
112,0,DNPEP
133,0,ARL15
581,0,E2F8
1192,0,TXNL4A
31,0,REG1A
2,0,OR4X1
394,0,CACNA1E
199,0,CXCL9
210,0,AMBP
214,0,MGAT3
661,0,INPP4B
1508,0,SMPD2
707,0,IL17RA
451,0,MIS18A
766,0,PSPH
936,0,SLC31A2
1832,0,MYO9A
159,0,TRNT1
1249,0,BMX
587,0,KRT33A
848,0,LUM
89,0,PSKH1
926,0,VWA5B2
198,0,ITGA3
1080,0,KIAA1683
1227,0,PEA15
419,0,KCNJ11
617,0,DIMT1
401,0,COX19
1080,0,MAP3K11
1768,0,MIB1
402,0,FAM65B
130,0,MYO16
912,0,CLSPN
306,0,MIF
457,0,DGKG
905,0,MAL2
173,0,LRRC7
767,0,KREMEN2
683,0,ZKSCAN4
1348,0,IL18R1
895,0,ARHGEF2
488,0,MYO1E
492,0,PSENEN
640,0,BCAS2
1134,0,STK33
706,0,GPR26
298,0,PPBP
556,0,CD151
235,0,B9D2
1007,0,TXNL1
5,0,CACNG1
425,0,NMRAL1
459,0,ILF2
1090,0,MEF2D
304,0,GPATCH3
699,0,GPT
169,0,LIMD1
1562,0,TSEN54
346,0,MADD
163,0,SDF2
287,0,NKD2
1942,0,GPR135
64,0,CCT6B
6,0,OR4B1
1539,0,TRIM11
259,0,KL
204,0,CYP7B1
584,0,BMI1
887,0,CSF1
514,0,MYOZ2
987,0,DCLK1
652,0,FCN1
1691,0,ZNF585B
324,0,OR4K1
128,0,FEZF2
160,0,LIN9
45,0,CCNH
199,0,ENTPD3
1287,0,PDCD7
372,0,ANAPC15
995,0,MYEF2
806,0,KCNC3
1227,0,LYN
969,0,VPS13C
363,0,GIP
553,0,IP6K1
737,0,HADHB
210,0,MARCH10
845,0,VPS54
458,0,RNF144B
773,0,GPR143
442,0,RETN
817,0,CELSR1
174,0,BCAT1
795,0,RAB35
457,0,MATR3
57,0,ANGPTL4
201,0,CST6
86,0,RNASE1
1040,0,CCNT2
271,0,QRSL1
319,0,LIX1
262,0,HIGD1B
1172,0,CCDC116
263,0,SSX2IP
5,0,MYO18B
561,0,DBNDD1
851,0,DPYSL4
592,0,HIF3A
497,0,GTPBP2
458,0,TNFRSF10B
1253,0,CTXN2
246,0,SLC7A4
324,0,RBM15B
358,0,TMEM129
1005,0,SEC31B
1372,0,BTRC
1465,0,SCARA3
129,0,TLR3
210,0,NMB
475,0,FICD
395,0,CYLC2
560,0,RAD50
500,0,THUMPD3
129,0,NAIF1
19,0,ANKRD1
1287,0,PLEKHO2
727,0,MNDA
1703,0,LUC7L3
17,0,IBSP
1625,0,FAM179B
29,0,FAM65C
1823,0,EPC2
296,0,SCYL3
1568,0,PDZRN3
319,0,TYW1
140,0,ZNF689
985,0,DDX55
786,0,SSNA1
1380,0,SEC22C
12,0,ZFAND2A
765,0,DDX19A
316,0,STS
801,0,KLC3
163,0,BRINP1
205,0,TSSC4
384,0,CTDSP2
1306,0,MSH5
196,0,HUS1B
167,0,RNF122
69,0,CYP26A1
1963,0,DYNC2H1
78,0,MBD4
2182,0,EID2B
162,0,RNF34
93,0,SDS
461,0,PLLP
267,0,HDAC8
946,0,RNFT2
386,0,SLC9A2
560,0,SCG5
27,0,HSPA1B
38,0,MGAT5
234,0,AP3M1
861,0,GNG12
1253,0,EDNRA
775,0,ATP6V1E1
1711,0,AFAP1
229,0,TUBGCP5
139,0,ZMAT3
1863,0,INPP5F
577,0,CNN3
763,0,TRIM68
607,0,GJD2
363,0,GSTA4
1319,0,TCF4
898,0,SENP1
449,0,ARFGEF1
667,0,STX4
60,0,EGR3
400,0,CNR1
970,0,LHX4
171,0,DAB1
1717,0,MAATS1
818,0,CALCRL
586,0,SEC63
53,0,PTP4A1
1035,0,CDH13
424,0,PHF20L1
1325,0,HSF2
241,0,C1GALT1C1
2169,0,NISCH
577,0,WDR18
1168,0,PTN
300,0,FBXO4
604,0,EFNA1
834,0,ESPN
207,0,OR2V2
181,0,H2AFJ
403,0,SLC25A36
372,0,RHOXF2
720,0,MALL
747,0,CIRBP
415,0,NOC2L
74,0,SCT
352,0,LANCL2
942,0,TRIB3
1407,0,COL5A2
769,0,MMAB
620,0,NTRK2
120,0,CABLES1
443,0,ERO1LB
389,0,C4orf17
1064,0,LRP3
264,0,DOK4
251,0,RPL13
253,0,ALPPL2
239,0,FARS2
647,0,AMT
472,0,TEK
1217,0,SLMAP
87,0,PLA2G2C
360,0,OR7D4
1108,0,ABCA7
795,0,OSBP
139,0,HTT
32,0,NR4A2
763,0,PEX16
403,0,ADAM2
1731,0,MPZL3
300,0,TIMM8A
11,0,CST3
91,0,CHRM2
477,0,HPCAL4
1417,0,KCTD12
1075,0,PTGES2
820,0,SBK1
1674,0,PRPF38A
250,0,FAM53C
179,0,SP5
299,0,VGF
44,0,ZIC1
690,0,MT-ND2
525,0,PDCL3
1475,0,BDP1
1141,0,LRCH1
470,0,MEIS1
158,0,TRNP1
320,0,STT3A
430,0,FAM189B
2,0,OR4C5
854,0,FAM192A
427,0,SRCIN1
234,0,GABRB1
501,0,DHX29
231,0,RGS9
134,0,PDE8A
577,0,TMEM107
496,0,FAM91A1
866,0,NUDT8
233,0,UBXN10
1311,0,TIMM23
1553,0,ADAM11
226,0,AGTPBP1
762,0,KCND1
822,0,LGALS2
1012,0,IFNAR2
473,0,DLGAP3
341,0,TRAPPC2L
498,0,TAPBPL
341,0,NOLC1
800,0,HDAC2
817,0,RIOK1
271,0,NAGS
592,0,GALNT4
233,0,MYO1B
1596,0,ZFPM2
843,0,FAM159A
996,0,PDE6G
1009,0,MEF2C
99,0,NOG
303,0,RPL13A
607,0,DCUN1D5
376,0,RNF4
130,0,NFYC
84,0,WDR53
378,0,KIF1B
191,0,RPL37
856,0,NAE1
1050,0,NAP1L1
295,0,MIF4GD
2,0,OR2S2
1190,0,NELFCD
605,0,THAP5
301,0,ANXA3
1948,0,PNMAL1
142,0,KAT2B
146,0,SYN1
462,0,SULT1A2
183,0,COX15
711,0,THOP1
2,0,IGFBP1
161,0,CLDN6
300,0,SLC9A3
403,0,DNAJB9
236,0,SPCS2
153,0,SMG7
422,0,GAP43
1361,0,STXBP5L
281,0,IBTK
166,0,PLD3
975,0,DHX36
320,0,SCRT2
281,0,BBOX1
115,0,CENPQ
54,0,GSX1
147,0,PHOSPHO1
257,0,MAK16
536,0,ABTB1
282,0,HESX1
85,0,AGPAT6
702,0,AP4E1
1068,0,FAM76A
338,0,PSMG2
136,0,SBF1
219,0,CTSE
264,0,SC5D
492,0,FAM124A
876,0,ANGEL2
696,0,GNG7
403,0,CACNA1A
387,0,TSG101
681,0,ARMC8
1026,0,MRPL39
400,0,APBA1
2017,0,IFT140
759,0,RAMP2
317,0,CXCL5
627,0,ITPRIP
880,0,VDR
1129,0,RAB8A
1680,0,IFI16
513,0,ITGB3BP
120,0,SLC36A1
66,0,CTDNEP1
1632,0,TCEAL4
817,0,ASPHD1
225,0,USP28
264,0,C1orf194
966,0,MNAT1
268,0,PVR
33,0,TEX14
1464,0,LIMK2
143,0,KCNJ9
45,0,OSBPL9
104,0,ADAMTS14
709,0,SOCS7
258,0,GBF1
1521,0,CCDC88C
1451,0,RAB11FIP4
1081,0,N6AMT1
21,0,OXCT2
90,0,LHX1
216,0,UBA52
1020,0,CKLF
493,0,LY6H
909,0,GRM5
274,0,BCAS1
199,0,CAPN2
210,0,KHDRBS2
13,0,TAS1R1
336,0,SNRPB2
536,0,BFSP2
147,0,OLFM2
1436,0,ANAPC4
905,0,CEP72
308,0,BCS1L
527,0,BET1
547,0,AMH
655,0,CHST13
534,0,ABCA10
114,0,YTHDF1
73,0,TRPV3
511,0,TBX1
1135,0,GAPT
750,0,DTNB
183,0,UBE2R2
5,0,KRT85
283,0,NGEF
525,0,GLI4
248,0,BTBD2
1098,0,SEC23B
179,0,SERPINB5
1097,0,HDHD2
594,0,DSN1
394,0,PPM1G
252,0,WDR41
816,0,PSMD7
390,0,NAA35
866,0,PLEKHO1
1123,0,CGRRF1
147,0,SNUPN
1043,0,LOX
347,0,NR0B1
1265,0,UPF3A
196,0,ULK1
1431,0,SDC1
442,0,RBX1
962,0,GEN1
496,0,ACBD4
918,0,SERTAD4
104,0,LRRFIP2
231,0,DEPDC7
136,0,OR10T2
244,0,PSD2
4,0,SLC28A1
386,0,E2F3
372,0,ME2
947,0,PCYT1B
33,0,CCZ1
1448,0,ZBTB7B
40,0,TRPA1
1184,0,GZMA
310,0,MTMR12
533,0,EDF1
473,0,TBKBP1
1505,0,KIRREL
257,0,CDC42EP1
383,0,TNPO3
484,0,USP36
179,0,DUSP9
760,0,SLC35B1
199,0,SUPV3L1
50,0,TTR
55,0,FBP2
6,0,RTN3
1457,0,STK4
481,0,WNT6
1294,0,SAMSN1
1776,0,CHD6
986,0,GNB5
1676,0,DNAJC27
937,0,SH3BGRL
1429,0,ZNF649
183,0,CLIC5
725,0,RMI1
1335,0,RAB26
230,0,FAM114A2
955,0,CLDND1
753,0,TELO2
2279,0,ZFP28
12,0,PGC
215,0,RPS15
696,0,NLK
330,0,MFSD2A
561,0,C2CD2L
976,0,RNF183
345,0,PRKAA1
484,0,ROBO4
362,0,COQ2
542,0,MIER1
466,0,LYPD1
747,0,HIATL1
579,0,CA13
604,0,PAPPA
819,0,GRSF1
1679,0,WDR90
529,0,ZNF326
387,0,GATSL3
467,0,ENDOD1
423,0,YIPF3
111,0,AP3S1
199,0,RPS21
64,0,KRT33B
307,0,SFT2D1
765,0,PTPN5
1194,0,TTF1
174,0,EPB41L1
567,0,BANF1
1041,0,COPE
67,0,CDH23
596,0,DDX46
306,0,SRP68
98,0,GNPTAB
246,0,EIF5
992,0,PCID2
1353,0,FAM111A
1490,0,COL21A1
1199,0,DNAH7
125,0,KRT12
759,0,ZNF12
70,0,MRGBP
1250,0,ZNF440
318,0,EAF2
577,0,RAB3GAP2
1084,0,LONRF1
369,0,POR
1768,0,ITGB7
154,0,RBBP5
368,0,ACSM4
480,0,PSMG1
1385,0,AMIGO1
856,0,ARMC7
613,0,NDUFA4
593,0,PSMC4
560,0,CHSY3
566,0,DNAJC16
724,0,MRPL43
1082,0,LPAR5
676,0,SP1
1213,0,TBCD
525,0,LRP5L
365,0,AGAP2
133,0,CES5A
1015,0,FXR2
254,0,FAM35A
432,0,MLXIPL
997,0,ECI2
155,0,CALCB
385,0,OBP2B
901,0,WDR82
158,0,KLK6
1148,0,ATP5D
1618,0,CD2
127,0,FOXA2
756,0,ACVRL1
616,0,LRRC20
1015,0,OTUD7B
459,0,YY1AP1
152,0,ASF1A
392,0,EIF3M
1164,0,BST1
943,0,ACSF3
652,0,SOX9
607,0,RAB2A
1266,0,DPYSL2
559,0,DTWD2
402,0,ZDHHC16
281,0,BAG5
91,0,IDH3B
675,0,SAT2
1935,0,AKAP11
248,0,SDCCAG3
219,0,RNF2
604,0,ATG14
1364,0,SPARC
82,0,POU3F1
1518,0,RUFY3
70,0,SPAG6
192,0,CC2D1B
357,0,FADS1
1184,0,MRPL40
1859,0,SENP6
45,0,AADACL4
1156,0,GAMT
991,0,IRF1
482,0,ZC3H7A
940,0,DSP
1271,0,MAPK8IP3
285,0,ADA
321,0,KLRC2
574,0,RAVER1
1026,0,CELF2
385,0,ATXN7
1141,0,ADAL
649,0,DKC1
1035,0,PDK2
1453,0,PPIF
141,0,CDX1
1025,0,REPIN1
671,0,SERTAD2
365,0,GPC4
840,0,C2
599,0,FAM84B
349,0,AZGP1
622,0,LARS2
405,0,MAGEB18
516,0,KITLG
1229,0,NIPBL
434,0,GRB14
13,0,SERPINI2
263,0,HSP90B1
320,0,SMC2
1162,0,MRPL15
412,0,TRAK2
89,0,ATF3
22,0,NCALD
354,0,HAUS2
300,0,UBE2Q1
1120,0,EPC1
764,0,FKBP2
803,0,N6AMT2
405,0,CNTNAP5
958,0,NEIL3
1104,0,HERC2
636,0,PSMC5
9,0,OR10A3
469,0,ASNA1
1612,0,ZNF446
151,0,RGP1
114,0,MCOLN1
864,0,CCDC159
379,0,MAGEA6
270,0,RGS20
971,0,DPYD
637,0,MR1
929,0,DGKB
557,0,SDF2L1
361,0,TRIM43
33,0,CABP2
1162,0,EBF4
523,0,PTPN14
310,0,CKAP4
2216,0,NACAD
62,0,TARDBP
1473,0,FUK
179,0,UNCX
665,0,SRGAP1
73,0,CH25H
1307,0,RECQL
245,0,RPS5
34,0,TLE1
43,0,CITED4
624,0,MRC1
146,0,XPOT
559,0,PSCA
299,0,GNB2L1
926,0,GOLT1A
562,0,HRCT1
1355,0,KLHL20
685,0,PEX7
608,0,MED22
98,0,CPS1
1591,0,MORN4
807,0,S1PR5
1299,0,FOXP3
404,0,ENPP7
1248,0,TDP1
682,0,DNAJC4
351,0,ACOT8
1595,0,LAMTOR2
404,0,TXNIP
719,0,HAX1
137,0,EVI5
544,0,SIGLEC6
892,0,USP27X
926,0,MKKS
1882,0,ANKS3
318,0,NDST4
1126,0,RNF14
118,0,C9orf78
721,0,GCA
214,0,FBXO27
18,0,SERPINB13
456,0,ARPC4
595,0,TRIM3
682,0,LHX6
13,0,SIM1
862,0,TBC1D5
30,0,BIRC2
421,0,SEMA3D
773,0,ZNF516
516,0,PPP4R1
239,0,ABCG1
24,0,KRT1
1302,0,HNRNPH3
272,0,USF2
670,0,LRRC4C
23,0,FBXO9
955,0,ZNF791
1451,0,UQCRQ
911,0,RORC
964,0,ENTPD7
92,0,RHD
164,0,CSPG5
584,0,GABRG3
3,0,SLC10A1
1315,0,NDOR1
140,0,ERGIC2
317,0,CDK7
453,0,PILRA
1071,0,SIPA1
629,0,TMEM87B
577,0,DDX28
90,0,RNF114
69,0,ADCY6
474,0,DGAT2
165,0,HRNR
1208,0,CCR2
916,0,MRPS18A
375,0,NBR1
1537,0,CD6
1010,0,VILL
204,0,ACOT11
1099,0,ACADS
127,0,RGS3
154,0,C8G
408,0,CDK2AP2
906,0,NFATC2IP
55,0,PDE3B
177,0,DCTD
2,0,HIST1H4K
314,0,ADCK4
776,0,DDX24
253,0,LMAN1
923,0,CDC16
716,0,AKAP10
134,0,GYG2
698,0,PAM16
1370,0,GNAI2
342,0,ALDH3A2
32,0,GTPBP6
1410,0,COL1A2
14,0,MYF6
142,0,TMEM164
1409,0,CNDP2
440,0,RFC3
361,0,CLCC1
201,0,GPX7
562,0,PEX19
301,0,SPA17
593,0,SLFN5
1039,0,FXR1
689,0,CEP192
561,0,SSR2
243,0,DUSP7
157,0,CCL19
196,0,LAMC3
710,0,RHPN2
34,0,UTS2R
202,0,RAB18
1286,0,DOCK8
714,0,GBP1
671,0,NEIL2
124,0,ALKBH1
314,0,PPP1R1B
171,0,FLRT2
753,0,MIA2
218,0,SUPT6H
725,0,ZNF687
152,0,RAB3A
745,0,TUBG1
994,0,SEZ6L2
62,0,AZIN1
917,0,SH3PXD2A
694,0,DHRS13
591,0,NCL
831,0,OSGEPL1
928,0,CTSW
187,0,LMBRD2
308,0,SV2B
804,0,ZCCHC12
1001,0,PCLO
563,0,ATP5L
475,0,ARHGDIG
159,0,SHARPIN
389,0,SEL1L
60,0,UPK2
1647,0,NOVA1
765,0,CCS
689,0,AUP1
180,0,KIR3DL3
1149,0,KDM5B
37,0,AVPI1
41,0,MYOG
615,0,TEAD2
92,0,DYNLT1
146,0,LRRC16A
199,0,NEUROD1
70,0,NPBWR1
287,0,SLMO2
1147,0,UBXN11
61,0,PPP3CA
115,0,MAD2L2
654,0,ATG12
39,0,MTSS1
54,0,CYP19A1
475,0,CITED1
1019,0,SGPL1
226,0,RPS25
1125,0,TRIM34
5,0,CCDC144A
917,0,SLA2
845,0,TRPC4
512,0,E2F4
576,0,DRG1
341,0,RPL36A
376,0,LRP11
38,0,CCDC117
256,0,FECH
1414,0,PTPRA
200,0,CXCL3
231,0,WDR63
1724,0,WDR17
581,0,DPF1
619,0,SNRPC
1160,0,CCDC64B
20,0,ABCB4
959,0,KLC4
685,0,NKAIN4
30,0,RHAG
5,0,GSTT2B
233,0,TCHH
754,0,CLNK
1025,0,HAPLN3
276,0,GTF2H3
102,0,TMEM161A
1849,0,PIP4K2B
25,0,GATA4
1109,0,ZNF43
24,0,TRIM72
704,0,ERCC6L
489,0,CHPF
877,0,PLD6
1614,0,NGFRAP1
151,0,ICAM5
151,0,NUDT4
137,0,FST
447,0,AGAP1
732,0,AHSA1
1087,0,GGA1
903,0,SH2D4A
2,0,OR5H2
94,0,ODAM
422,0,RANGRF
287,0,TESK1
637,0,CAPZB
23,0,LCN15
941,0,TRPC6
173,0,CRLF1
554,0,NARS2
425,0,WBP11
1232,0,UQCRC1
5,0,OR5B3
369,0,KIAA0232
532,0,ASNS
242,0,DTNBP1
392,0,NMRK1
563,0,DUOX2
649,0,PERP
121,0,ABCC2
643,0,HEY2
916,0,BAK1
5,0,OR5J2
28,0,HIST1H3E
373,0,ELSPBP1
425,0,SPOCD1
760,0,SCN3A
379,0,CASKIN2
680,0,TIE1
513,0,MYL12B
184,0,SIDT2
430,0,PLEKHA7
799,0,CAPN1
121,0,GTF2E1
8,0,GTF2H2
375,0,HPGDS
672,0,SKA2
1133,0,ANGPTL1
219,0,LYRM1
19,0,ASCL4
208,0,PTPRO
56,0,CCL16
718,0,MAPK9
203,0,GAGE2E
695,0,SWSAP1
206,0,INTS7
227,0,AHCYL2
919,0,NRM
1340,0,KLRK1
155,0,EPS8L3
1166,0,TTC23L
486,0,DHCR24
748,0,C10orf107
24,0,MMP13
53,0,APOH
303,0,ZNF319
462,0,CCDC142
359,0,DGAT1
573,0,RAB3D
734,0,TNRC6A
2,0,CNGB3
2,0,CA3
858,0,HRSP12
880,0,PILRB
38,0,UGT1A5
1436,0,COL6A3
464,0,AUH
1343,0,ANKRD30BL
215,0,MRPL55
595,0,ATP6V1C2
707,0,MUT
139,0,AGMO
2,0,OR2M4
42,0,PDE6H
1103,0,OSGEP
333,0,CAPN6
6,0,ACTR8
1887,0,CFL2
1698,0,GLI3
51,0,UBTD1
1356,0,CD40LG
115,0,NAT2
730,0,KPNA4
229,0,SPSB4
832,0,KCNIP4
1085,0,PNPO
798,0,NUAK1
195,0,IGBP1
673,0,C5AR1
1555,0,RCC2
1169,0,ARHGAP9
1399,0,PTPN7
121,0,HBEGF
548,0,TRMT61A
210,0,CPNE9
22,0,CELA3A
504,0,POLR2B
69,0,HIST1H2BL
495,0,RNF41
549,0,PPP1R14B
214,0,TBC1D17
765,0,DTX3L
1576,0,COX5A
605,0,DYM
903,0,SRPRB
2,0,OR51F1
291,0,IPO8
1573,0,SERPINA1
373,0,USP16
116,0,ORAI3
345,0,DMP1
215,0,EEF2
319,0,SOS2
251,0,CCDC43
1839,0,BLNK
745,0,RB1CC1
1350,0,GOT1
13,0,RTP3
1390,0,DOCK7
100,0,GCLC
296,0,ASB9
562,0,SCRIB
192,0,ADSSL1
140,0,MRPL32
251,0,HARS
605,0,HLA-DQB2
1855,0,STK36
501,0,C10orf2
815,0,CDK5
733,0,HTR2A
1014,0,PRPF8
992,0,IFNLR1
551,0,SLC16A1
444,0,PCDH15
56,0,ABCA4
666,0,FAM83G
337,0,CD46
1633,0,RHBDF2
1222,0,ERC2
148,0,SELENBP1
848,0,XCL2
288,0,NSFL1C
92,0,NLRX1
394,0,SLC25A13
743,0,ZNF772
230,0,ZFYVE26
705,0,CACNB2
186,0,RAB1B
162,0,ZMYND8
111,0,PADI1
64,0,HBA1
185,0,SHH
189,0,RHOBTB3
521,0,CACNG7
238,0,FARP2
1278,0,TCTE3
7,0,LCE3C
1688,0,RABGAP1
74,0,TPST1
33,0,OXT
411,0,SMCR8
86,0,USP12
398,0,SLC2A10
96,0,GH2
892,0,CD300A
937,0,SFXN4
1516,0,PIBF1
1086,0,ZNF621
731,0,SLC8A2
290,0,DPH5
63,0,CT62
338,0,HNF4A
293,0,SEMA5B
283,0,TP53RK
613,0,SLC38A10
312,0,EDA
810,0,CPNE7
689,0,COX7A2
997,0,SOX15
83,0,DSG3
834,0,OTUB1
116,0,TTC39B
408,0,FLAD1
91,0,MIA
849,0,ABCF3
279,0,PPP1R2
285,0,ALDH1A2
71,0,ID2
19,0,SLC3A2
376,0,SIGLEC1
183,0,OBSCN
413,0,EIF3K
1017,0,SERPING1
554,0,PDHA1
1297,0,MKRN2
726,0,FBLL1
344,0,SLC25A42
1459,0,MRPS12
863,0,CPSF7
1621,0,WDR73
1141,0,PAPOLG
193,0,RAB33A
81,0,UTS2
217,0,KIAA0196
274,0,DYRK1B
969,0,CNR2
11,0,CRCT1
795,0,TNFSF13B
1286,0,DXO
110,0,APOM
321,0,PRAMEF12
540,0,RGN
89,0,HIST1H4J
452,0,ZNF792
28,0,ABCC4
461,0,PHKA2
469,0,ATG7
416,0,LEAP2
100,0,PECR
437,0,RPS3A
1021,0,KCNAB1
691,0,PNOC
765,0,B3GALT4
346,0,PLA2G4A
80,0,RAB33B
126,0,HIST1H2AC
1055,0,KCNJ15
409,0,SNX18
1353,0,HIPK3
731,0,HDGFL1
5,0,GH1
565,0,MPRIP
882,0,KCNA3
217,0,AKR1C2
683,0,KCNH2
353,0,HCN1
3,0,ARNTL
351,0,AGTR1
916,0,EBF2
1258,0,TAF3
1186,0,GEMIN7
484,0,RBM12
1532,0,ZNF606
1052,0,B3GNT3
359,0,HIST1H3H
920,0,CACNA1B
42,0,ADCK2
124,0,ATP2B2
576,0,SMNDC1
364,0,PMPCB
355,0,MXD1
255,0,CCDC25
173,0,HAVCR1
545,0,MID2
681,0,SF3A1
30,0,RAPSN
1156,0,CDC20
708,0,GOLGA4
464,0,NKIRAS2
305,0,EIF4G3
432,0,CCNI
160,0,AIMP1
1280,0,ATXN10
87,0,RXFP1
90,0,ASS1
518,0,SFXN3
209,0,VPREB1
728,0,UBA5
509,0,RAB40C
198,0,ATL2
61,0,TOR1B
1060,0,DIP2A
554,0,DHX30
373,0,MFAP1
315,0,FBXO33
60,0,FAM171A1
635,0,RRAD
163,0,HIST2H3C
138,0,KLRG1
485,0,CLNS1A
832,0,NKG7
341,0,CCR3
1059,0,LYPLA1
429,0,MRTO4
150,0,GRAMD1A
1395,0,CERCAM
821,0,WDYHV1
1825,0,NLGN2
697,0,SELP
317,0,DGUOK
1012,0,SLFN14
82,0,HOXB8
626,0,DNAH17
95,0,UGT1A7
314,0,FBN3
90,0,LRRC40
70,0,ASAP3
514,0,TMEM50A
560,0,RNASEH2A
928,0,B3GNT4
440,0,TOMM20
778,0,DGKI
126,0,SUPT4H1
317,0,PLIN5
2,0,TAS2R7
621,0,B4GALT7
502,0,UNC5C
371,0,SYT5
560,0,ITGA8
275,0,RAB1A
177,0,IHH
394,0,NPW
404,0,PCMTD1
1094,0,CDCP1
1276,0,ZNF699
413,0,NDUFS2
230,0,METTL2B
879,0,CDC27
667,0,ZC3HAV1
581,0,SF3A3
567,0,XPO7
583,0,VEGFB
499,0,ONECUT1
398,0,SPATA24
365,0,TRIM51
121,0,GLS
106,0,LSM6
1161,0,FEM1B
611,0,MSRB2
941,0,IMMT
1208,0,REM1
438,0,L1CAM
195,0,AANAT
998,0,COX8A
139,0,IRF2BP2
1058,0,PGBD2
1205,0,FBXL19
278,0,FAM21C
1349,0,LRIG2
156,0,TSKS
720,0,UNC13D
382,0,CDH7
1024,0,SMC5
31,0,COCH
70,0,MAT2B
194,0,CPSF4
1395,0,BBS4
1041,0,NCAM1
64,0,WNT8B
302,0,CGGBP1
2023,0,DENND2D
1410,0,GFPT2
79,0,GDPD2
892,0,LRRCC1
1895,0,SALL2
66,0,NSMAF
381,0,LARP7
128,0,SMAD1
340,0,DAAM2
999,0,MTMR2
188,0,CBX8
908,0,UGGT2
722,0,THAP4
1322,0,HINFP
527,0,GNPTG
420,0,TLN2
1124,0,KRBA1
275,0,ATP1A3
1954,0,KATNAL1
523,0,ZNF396
1638,0,DDHD1
1206,0,TMEM109
128,0,ZDHHC2
132,0,LMO4
267,0,ADAM12
660,0,COG6
554,0,PLEKHA2
1480,0,CAPN7
1360,0,CENPJ
223,0,TMLHE
316,0,BLZF1
1142,0,CNN1
3,0,LDHAL6A
251,0,PROM1
70,0,ADAMTS17
538,0,SFRP2
2,0,OR10H2
184,0,AGFG2
347,0,ELANE
1181,0,SNTA1
1566,0,MTG1
182,0,UBE2D3
1070,0,SAP25
348,0,KRT17
69,0,VEGFA
1280,0,GNAZ
412,0,REST
1017,0,OLA1
108,0,STAR
311,0,TMX3
1085,0,DUSP26
423,0,REXO4
496,0,PSMB2
1606,0,WFS1
7,0,OR7A17
1128,0,SOS1
48,0,OR2B2
675,0,UST
