sample	TCGA_GTEX_main_category
GTEX-11ILO-0626-SM-5A5LO	GTEX Skin
GTEX-11LCK-1026-SM-5A5KB	GTEX Skin
GTEX-11LCK-2226-SM-5HL4Q	GTEX Skin
GTEX-11NSD-2226-SM-5986V	GTEX Skin
GTEX-11NUK-0126-SM-5A5L3	GTEX Skin
GTEX-11NUK-2726-SM-5A5MC	GTEX Skin
GTEX-11O72-0126-SM-59887	GTEX Skin
GTEX-11O72-0626-SM-5PNYE	GTEX Skin
GTEX-11OC5-0126-SM-5HL6A	GTEX Skin
GTEX-11OF3-0126-SM-5PNYF	GTEX Skin
GTEX-11OF3-2626-SM-5GU7F	GTEX Skin
GTEX-11P7K-1126-SM-5HL4L	GTEX Skin
GTEX-11P7K-2126-SM-5GU7G	GTEX Skin
GTEX-11P81-2226-SM-5PNYI	GTEX Skin
GTEX-11P81-2326-SM-59875	GTEX Skin
GTEX-11P82-1626-SM-59879	GTEX Skin
GTEX-11TT1-1826-SM-5EQLV	GTEX Skin
GTEX-11TT1-2526-SM-5EGIB	GTEX Skin
GTEX-11TTK-0126-SM-5987B	GTEX Skin
GTEX-11TUW-0626-SM-5LU9M	GTEX Skin
GTEX-11TUW-2726-SM-5EQLC	GTEX Skin
GTEX-11UD1-0126-SM-5PNYG	GTEX Skin
GTEX-11VI4-1126-SM-5EQMD	GTEX Skin
GTEX-11VI4-1726-SM-5CVLH	GTEX Skin
GTEX-11WQC-1826-SM-5GU59	GTEX Skin
GTEX-11WQC-2526-SM-5CVLE	GTEX Skin
GTEX-11WQK-1026-SM-5EQLX	GTEX Skin
GTEX-11XUK-2026-SM-5EQLF	GTEX Skin
GTEX-11ZTS-0126-SM-5EQ6M	GTEX Skin
GTEX-11ZTT-2126-SM-5CVLO	GTEX Skin
GTEX-11ZTT-2426-SM-5EQLS	GTEX Skin
GTEX-11ZU8-0126-SM-5EQ58	GTEX Skin
GTEX-11ZU8-2526-SM-5EQKI	GTEX Skin
GTEX-11ZUS-2626-SM-5FQUR	GTEX Skin
GTEX-11ZVC-2526-SM-5FQTE	GTEX Skin
GTEX-1211K-1526-SM-5FQU4	GTEX Skin
GTEX-1211K-2026-SM-5EQ4Z	GTEX Skin
GTEX-12126-0326-SM-5PNW3	GTEX Skin
GTEX-12126-0826-SM-5FQTZ	GTEX Skin
GTEX-1212Z-0126-SM-59HK4	GTEX Skin
GTEX-1212Z-2526-SM-5EGKP	GTEX Skin
GTEX-12584-0126-SM-5EGKQ	GTEX Skin
GTEX-12584-0726-SM-5FQTK	GTEX Skin
GTEX-12696-0126-SM-5EQ4L	GTEX Skin
GTEX-12696-2426-SM-5EQ6H	GTEX Skin
GTEX-1269C-2526-SM-5EGJ3	GTEX Skin
GTEX-12BJ1-0926-SM-5EQ62	GTEX Skin
GTEX-12C56-1526-SM-5FQUQ	GTEX Skin
GTEX-12C56-1726-SM-5EQ61	GTEX Skin
GTEX-12KS4-0326-SM-5EQ41	GTEX Skin
GTEX-12KS4-2126-SM-5FQUT	GTEX Skin
GTEX-12WS9-0126-SM-5EGL7	GTEX Skin
GTEX-12WS9-0326-SM-59HJV	GTEX Skin
GTEX-12WSA-0226-SM-5BC5V	GTEX Skin
GTEX-12WSB-0126-SM-59HJN	GTEX Skin
GTEX-12WSB-2926-SM-59HKL	GTEX Skin
GTEX-12WSC-0126-SM-5EQ4P	GTEX Skin
GTEX-12WSC-2826-SM-5BC5Y	GTEX Skin
GTEX-12WSD-0126-SM-59HKN	GTEX Skin
GTEX-12WSD-0626-SM-5GCMW	GTEX Skin
GTEX-12WSH-1526-SM-5BC5W	GTEX Skin
GTEX-12WSJ-1126-SM-5LZVJ	GTEX Skin
GTEX-12WSJ-1826-SM-5GCNY	GTEX Skin
GTEX-12WSK-2126-SM-5CVNC	GTEX Skin
GTEX-12WSK-2326-SM-5GCOH	GTEX Skin
GTEX-12WSL-2026-SM-5GCML	GTEX Skin
GTEX-12WSL-2526-SM-5GCNJ	GTEX Skin
GTEX-12WSN-1426-SM-5GCO6	GTEX Skin
GTEX-12WSN-2326-SM-5DUVG	GTEX Skin
GTEX-12ZZX-0126-SM-5EGK9	GTEX Skin
GTEX-12ZZX-2426-SM-5GCOE	GTEX Skin
GTEX-12ZZY-0226-SM-5LZVE	GTEX Skin
GTEX-12ZZY-0726-SM-5EQ66	GTEX Skin
GTEX-12ZZZ-0626-SM-5DUXI	GTEX Skin
GTEX-13111-1626-SM-5EGJY	GTEX Skin
GTEX-13111-1826-SM-5GCP1	GTEX Skin
GTEX-13112-0126-SM-5P9IU	GTEX Skin
GTEX-13112-2826-SM-5DUWH	GTEX Skin
GTEX-13113-1626-SM-5EQ4I	GTEX Skin
GTEX-13113-1926-SM-5LZWG	GTEX Skin
GTEX-1313W-0126-SM-5LZUN	GTEX Skin
GTEX-1313W-0626-SM-5EQ4H	GTEX Skin
GTEX-1314G-1326-SM-5BC6E	GTEX Skin
GTEX-131XF-2126-SM-5DUWS	GTEX Skin
GTEX-131XF-2626-SM-5EQ6K	GTEX Skin
GTEX-131XH-0126-SM-5LZUY	GTEX Skin
GTEX-131XH-2226-SM-5DUXJ	GTEX Skin
GTEX-131XW-0626-SM-5PNVD	GTEX Skin
GTEX-131YS-0126-SM-5KM1M	GTEX Skin
GTEX-131YS-2826-SM-5EQ47	GTEX Skin
GTEX-132AR-0326-SM-5KM2C	GTEX Skin
GTEX-132NY-0326-SM-5IJBL	GTEX Skin
GTEX-133LE-1826-SM-5J1MV	GTEX Skin
GTEX-133LE-2326-SM-5K7W3	GTEX Skin
GTEX-1399Q-2326-SM-5KM2X	GTEX Skin
GTEX-1399R-1326-SM-5PNYS	GTEX Skin
GTEX-1399R-2726-SM-5IJBA	GTEX Skin
GTEX-1399S-0126-SM-5IJCF	GTEX Skin
GTEX-1399T-2826-SM-5KLYZ	GTEX Skin
GTEX-1399U-1126-SM-5L3DB	GTEX Skin
GTEX-139D8-0226-SM-5KLZO	GTEX Skin
GTEX-139D8-1126-SM-5LU8W	GTEX Skin
GTEX-139T4-0226-SM-5HL5S	GTEX Skin
GTEX-139T8-0126-SM-5K7XZ	GTEX Skin
GTEX-139T8-0626-SM-5KLZX	GTEX Skin
GTEX-139TS-2126-SM-5K7XC	GTEX Skin
GTEX-139TS-2826-SM-5J1OO	GTEX Skin
GTEX-139TT-0126-SM-5K7Y5	GTEX Skin
GTEX-139TT-2126-SM-5LZWC	GTEX Skin
GTEX-139TU-0126-SM-5K7WH	GTEX Skin
GTEX-139TU-0726-SM-5L3EK	GTEX Skin
GTEX-139UW-0326-SM-5J1ML	GTEX Skin
GTEX-139UW-2826-SM-5L3E7	GTEX Skin
GTEX-139YR-1026-SM-5LZYN	GTEX Skin
GTEX-13CF3-2426-SM-5IFGX	GTEX Skin
GTEX-13D11-0926-SM-5J2NC	GTEX Skin
GTEX-13FH7-1126-SM-5K7UG	GTEX Skin
GTEX-13FH7-2026-SM-5IJCR	GTEX Skin
GTEX-13FHO-0426-SM-5L3F5	GTEX Skin
GTEX-13FHP-0126-SM-5IJBG	GTEX Skin
GTEX-13FLV-0126-SM-5K7WT	GTEX Skin
GTEX-13FTW-0326-SM-5K7UW	GTEX Skin
GTEX-13FTW-2626-SM-5K7WL	GTEX Skin
GTEX-13FTX-1526-SM-5K7VJ	GTEX Skin
GTEX-13FTY-0526-SM-5L3EV	GTEX Skin
GTEX-13FTY-2126-SM-5IFFB	GTEX Skin
GTEX-13FXS-0226-SM-5IJCK	GTEX Skin
GTEX-13G51-1826-SM-5KLZH	GTEX Skin
GTEX-13G51-2526-SM-5LZYK	GTEX Skin
GTEX-13IVO-0126-SM-5J1NG	GTEX Skin
GTEX-13IVO-0726-SM-5LZYV	GTEX Skin
GTEX-13JUV-2026-SM-5K7UA	GTEX Skin
GTEX-13JVG-0726-SM-5KM16	GTEX Skin
GTEX-13N11-2326-SM-5IJBF	GTEX Skin
GTEX-13N11-2526-SM-5K7UE	GTEX Skin
GTEX-13N1W-0126-SM-5K7VT	GTEX Skin
GTEX-13N2G-0226-SM-5K7VF	GTEX Skin
GTEX-13N2G-2626-SM-5J1OT	GTEX Skin
GTEX-13NYB-0126-SM-5J1MD	GTEX Skin
GTEX-13NYB-2526-SM-5K7Z6	GTEX Skin
GTEX-13NYC-0326-SM-5K7WP	GTEX Skin
GTEX-13NYS-0626-SM-5L3F1	GTEX Skin
GTEX-13NZ8-0826-SM-5MR3I	GTEX Skin
GTEX-13NZ9-2626-SM-5L3FK	GTEX Skin
GTEX-13NZB-2526-SM-5J1OM	GTEX Skin
GTEX-13O1R-0126-SM-5L3EH	GTEX Skin
GTEX-13O21-1426-SM-5K7XI	GTEX Skin
GTEX-13O3O-2326-SM-5IJD6	GTEX Skin
GTEX-13O3P-0126-SM-5KM4S	GTEX Skin
GTEX-13O3Q-2426-SM-5IJBR	GTEX Skin
GTEX-13OVG-1626-SM-5J1NF	GTEX Skin
GTEX-13OVH-0126-SM-5MR4B	GTEX Skin
GTEX-13OVH-0526-SM-5L3E6	GTEX Skin
GTEX-13OVI-1426-SM-5L3EY	GTEX Skin
GTEX-13OVI-2726-SM-5KM56	GTEX Skin
GTEX-13OVJ-0126-SM-5KM36	GTEX Skin
GTEX-13OVJ-0826-SM-5J1OK	GTEX Skin
GTEX-13OVL-0126-SM-5L3GJ	GTEX Skin
GTEX-13OVL-0226-SM-5L3E9	GTEX Skin
GTEX-13OW5-0126-SM-5MR3A	GTEX Skin
GTEX-13OW5-2326-SM-5L3HO	GTEX Skin
GTEX-13OW6-0426-SM-5L3HM	GTEX Skin
GTEX-13OW6-2726-SM-5J2OE	GTEX Skin
GTEX-13OW7-0126-SM-5MR3B	GTEX Skin
GTEX-13OW7-0426-SM-5K7VK	GTEX Skin
GTEX-13OW8-1026-SM-5J1NQ	GTEX Skin
GTEX-13OW8-1326-SM-5J1OW	GTEX Skin
GTEX-13PDP-0126-SM-5L3HD	GTEX Skin
GTEX-13PDP-0726-SM-5L3HP	GTEX Skin
GTEX-13PVQ-0126-SM-5SIB4	GTEX Skin
GTEX-13PVQ-0626-SM-5LU47	GTEX Skin
GTEX-13PVR-0426-SM-5RQK2	GTEX Skin
GTEX-13PVR-2326-SM-5QGR1	GTEX Skin
GTEX-13RTJ-2426-SM-5S2Q2	GTEX Skin
GTEX-13S7M-0126-SM-5SI6A	GTEX Skin
GTEX-13SLW-0126-SM-5SI6C	GTEX Skin
GTEX-13SLW-0626-SM-5Q5ER	GTEX Skin
GTEX-13SLX-0526-SM-5S2ON	GTEX Skin
GTEX-13U4I-0126-SM-5LU38	GTEX Skin
GTEX-13U4I-2226-SM-5LU5H	GTEX Skin
GTEX-13VXT-0126-SM-5LU4I	GTEX Skin
GTEX-13VXT-1926-SM-5K7UO	GTEX Skin
GTEX-13VXU-0126-SM-5SI9F	GTEX Skin
GTEX-13VXU-0626-SM-5L3F9	GTEX Skin
GTEX-13W3W-0726-SM-5IJDQ	GTEX Skin
GTEX-13W3W-2426-SM-5LU5B	GTEX Skin
GTEX-13W46-0226-SM-5SIAG	GTEX Skin
GTEX-13X6I-0626-SM-5QGP9	GTEX Skin
GTEX-13X6I-1826-SM-5SIAO	GTEX Skin
GTEX-13X6J-0126-SM-5QGOU	GTEX Skin
GTEX-13X6J-0626-SM-5LU5F	GTEX Skin
GTEX-13X6K-0626-SM-5LU5D	GTEX Skin
GTEX-13YAN-0326-SM-5O9DF	GTEX Skin
GTEX-144FL-0626-SM-5LU43	GTEX Skin
GTEX-144GN-2326-SM-5LU4F	GTEX Skin
GTEX-144GO-2026-SM-5O99P	GTEX Skin
GTEX-145LS-0126-SM-5QGP1	GTEX Skin
GTEX-145LT-1726-SM-5QGP3	GTEX Skin
GTEX-145LV-2126-SM-5LU8N	GTEX Skin
GTEX-145ME-1726-SM-5Q5EU	GTEX Skin
GTEX-145ME-1826-SM-5SI9G	GTEX Skin
GTEX-145MF-0626-SM-5LUAI	GTEX Skin
GTEX-145MG-1526-SM-5Q5EM	GTEX Skin
GTEX-145MH-2826-SM-5RQJF	GTEX Skin
GTEX-145MI-0526-SM-5O9A8	GTEX Skin
GTEX-145MI-0626-SM-5SI8S	GTEX Skin
GTEX-145MN-1526-SM-5SI9T	GTEX Skin
GTEX-145MN-2226-SM-5SIAU	GTEX Skin
GTEX-145MO-2826-SM-5LU96	GTEX Skin
GTEX-146FH-0126-SM-5QGPP	GTEX Skin
GTEX-146FQ-0126-SM-5NQA9	GTEX Skin
GTEX-146FQ-2126-SM-5RQHU	GTEX Skin
GTEX-146FR-1326-SM-5SIAJ	GTEX Skin
GTEX-14753-0426-SM-5NQAM	GTEX Skin
GTEX-14753-0726-SM-5QGQO	GTEX Skin
GTEX-147F3-0526-SM-5SI98	GTEX Skin
GTEX-147F3-1726-SM-5SIAW	GTEX Skin
GTEX-147F4-0226-SM-5QGPW	GTEX Skin
GTEX-147GR-0526-SM-5S2MY	GTEX Skin
GTEX-148VI-1626-SM-5SI6E	GTEX Skin
GTEX-148VJ-0626-SM-5LUAW	GTEX Skin
GTEX-1497J-0226-SM-5QGPU	GTEX Skin
GTEX-14A5H-0426-SM-5QGQF	GTEX Skin
GTEX-14A5H-0826-SM-5QGPJ	GTEX Skin
GTEX-14A6H-0126-SM-5QGPK	GTEX Skin
GTEX-14A6H-2026-SM-5Q5DD	GTEX Skin
GTEX-14AS3-1526-SM-5Q5ED	GTEX Skin
GTEX-14B4R-1326-SM-5Q5EZ	GTEX Skin
GTEX-14BIN-1126-SM-5RQJZ	GTEX Skin
GTEX-14BMU-1226-SM-5S2OR	GTEX Skin
GTEX-14BMV-0126-SM-5S2PO	GTEX Skin
GTEX-14C38-0726-SM-5SI6M	GTEX Skin
GTEX-14C39-1726-SM-5RQIL	GTEX Skin
GTEX-14C5O-0126-SM-5SI6N	GTEX Skin
GTEX-14DAQ-0126-SM-5S2MQ	GTEX Skin
GTEX-14DAR-2026-SM-5S2O3	GTEX Skin
GTEX-14E6C-0126-SM-5RQIP	GTEX Skin
GTEX-14E6E-1826-SM-5S2R7	GTEX Skin
GTEX-N7MS-0225-SM-4E3HO	GTEX Skin
GTEX-NFK9-0226-SM-2HMKQ	GTEX Skin
GTEX-NPJ8-0126-SM-2YUNR	GTEX Skin
GTEX-O5YT-0126-SM-48TBW	GTEX Skin
GTEX-O5YW-0126-SM-3LK6D	GTEX Skin
GTEX-OHPL-0126-SM-2HMJ7	GTEX Skin
GTEX-OHPM-0126-SM-2YUN9	GTEX Skin
GTEX-OIZG-0726-SM-33HBL	GTEX Skin
GTEX-OIZH-0126-SM-2HMIS	GTEX Skin
GTEX-OOBK-0126-SM-2YUND	GTEX Skin
GTEX-OXRK-0226-SM-2YUN1	GTEX Skin
GTEX-OXRK-0226-SM-3NB2G	GTEX Skin
GTEX-OXRL-0126-SM-2YUMP	GTEX Skin
GTEX-OXRN-0126-SM-48TDM	GTEX Skin
GTEX-OXRO-0126-SM-2YUN4	GTEX Skin
GTEX-OXRP-0126-SM-3NB32	GTEX Skin
GTEX-OXRP-0126-SM-48TDI	GTEX Skin
GTEX-P4PP-0126-SM-3LK69	GTEX Skin
GTEX-P4PQ-0126-SM-2S1NM	GTEX Skin
GTEX-P4QR-0326-SM-5SI8P	GTEX Skin
GTEX-P4QT-0126-SM-2I3FL	GTEX Skin
GTEX-PLZ4-0126-SM-2S1OG	GTEX Skin
GTEX-PLZ4-0126-SM-5SI8O	GTEX Skin
GTEX-PLZ5-2026-SM-2S1O4	GTEX Skin
GTEX-PLZ6-1426-SM-2S1OQ	GTEX Skin
GTEX-PLZ6-1426-SM-5S2TR	GTEX Skin
GTEX-PSDG-0226-SM-33HC1	GTEX Skin
GTEX-PVOW-0126-SM-2XCFA	GTEX Skin
GTEX-PWCY-1826-SM-2S1OK	GTEX Skin
GTEX-PWCY-1826-SM-5SI7U	GTEX Skin
GTEX-PWN1-0126-SM-2I3FK	GTEX Skin
GTEX-PWO3-1526-SM-48TCM	GTEX Skin
GTEX-Q2AI-1326-SM-2S1PL	GTEX Skin
GTEX-QCQG-1726-SM-3GIJ9	GTEX Skin
GTEX-QDT8-0126-SM-48TZ1	GTEX Skin
GTEX-QDVN-2026-SM-3GAEP	GTEX Skin
GTEX-QEG4-0226-SM-2S1PY	GTEX Skin
GTEX-QESD-1426-SM-2S1R9	GTEX Skin
GTEX-QLQ7-1626-SM-2S1R8	GTEX Skin
GTEX-QLQW-1126-SM-2S1Q8	GTEX Skin
GTEX-QV44-1926-SM-2S1RF	GTEX Skin
GTEX-QVJO-1626-SM-2S1QW	GTEX Skin
GTEX-R3RS-0126-SM-3GIJL	GTEX Skin
GTEX-R55E-0126-SM-2TC5Y	GTEX Skin
GTEX-R55F-0126-SM-48FCK	GTEX Skin
GTEX-R55G-2526-SM-2TC6D	GTEX Skin
GTEX-RM2N-1426-SM-2TF4H	GTEX Skin
GTEX-RN64-0126-SM-2TC68	GTEX Skin
GTEX-RNOR-0126-SM-2TF57	GTEX Skin
GTEX-RU72-0926-SM-2TF6B	GTEX Skin
GTEX-RUSQ-1526-SM-2TF62	GTEX Skin
GTEX-RVPU-2226-SM-2XCAQ	GTEX Skin
GTEX-RWSA-0126-SM-2XCBB	GTEX Skin
GTEX-S3XE-1726-SM-3K2AM	GTEX Skin
GTEX-S7PM-0126-SM-4AD6S	GTEX Skin
GTEX-S7SF-1626-SM-3K2AY	GTEX Skin
GTEX-SIU7-1726-SM-2XCDZ	GTEX Skin
GTEX-SIU8-0126-SM-2XCDT	GTEX Skin
GTEX-SJXC-0126-SM-2XCFF	GTEX Skin
GTEX-SUCS-1926-SM-32PM3	GTEX Skin
GTEX-T2IS-0126-SM-4DM6O	GTEX Skin
GTEX-T5JC-0426-SM-32PLO	GTEX Skin
GTEX-T6MN-0126-SM-32PLP	GTEX Skin
GTEX-T6MO-1626-SM-32QOM	GTEX Skin
GTEX-T8EM-1026-SM-3DB7M	GTEX Skin
GTEX-TMKS-0126-SM-3DB7S	GTEX Skin
GTEX-TML8-1926-SM-32QOS	GTEX Skin
GTEX-TMMY-0226-SM-33HBA	GTEX Skin
GTEX-TMZS-0126-SM-3DB9Q	GTEX Skin
GTEX-TSE9-0126-SM-3DB83	GTEX Skin
GTEX-U3ZM-1526-SM-3DB9D	GTEX Skin
GTEX-U4B1-1826-SM-4DXSU	GTEX Skin
GTEX-U8T8-0126-SM-3DB94	GTEX Skin
GTEX-U8XE-0226-SM-4E3J3	GTEX Skin
GTEX-U8XE-0326-SM-3DB8P	GTEX Skin
GTEX-UJHI-1526-SM-3DB99	GTEX Skin
GTEX-UPJH-0226-SM-3GADV	GTEX Skin
GTEX-UPK5-0726-SM-4IHL7	GTEX Skin
GTEX-V1D1-2026-SM-3GAF4	GTEX Skin
GTEX-V1D1-2226-SM-3NMAX	GTEX Skin
GTEX-VJYA-1526-SM-3GIJV	GTEX Skin
GTEX-VUSG-2326-SM-4KL1U	GTEX Skin
GTEX-VUSG-2526-SM-4KL1V	GTEX Skin
GTEX-W5WG-1826-SM-4KL2Y	GTEX Skin
GTEX-W5X1-2526-SM-3GILC	GTEX Skin
GTEX-WEY5-2326-SM-3GIKK	GTEX Skin
GTEX-WFG7-2026-SM-5SI7P	GTEX Skin
GTEX-WFON-1926-SM-3LK7L	GTEX Skin
GTEX-WFON-2126-SM-3LK7O	GTEX Skin
GTEX-WH7G-2026-SM-3NMBL	GTEX Skin
GTEX-WH7G-2326-SM-3NMBC	GTEX Skin
GTEX-WHPG-2626-SM-3NMBR	GTEX Skin
GTEX-WHSB-1326-SM-3LK6W	GTEX Skin
GTEX-WHSE-0126-SM-3NMBT	GTEX Skin
GTEX-WHWD-1826-SM-3LK6I	GTEX Skin
GTEX-WI4N-1026-SM-3LK7N	GTEX Skin
GTEX-WI4N-2726-SM-3LK7Y	GTEX Skin
GTEX-WK11-2726-SM-3NMAQ	GTEX Skin
GTEX-WOFL-0126-SM-3MJG2	GTEX Skin
GTEX-WQUQ-0426-SM-3MJFU	GTEX Skin
GTEX-WRHK-1426-SM-3MJF9	GTEX Skin
GTEX-WRHU-2826-SM-3MJG8	GTEX Skin
GTEX-WVJS-0126-SM-4MVOT	GTEX Skin
GTEX-WXYG-2026-SM-4E3IY	GTEX Skin
GTEX-WXYG-2326-SM-4E3I6	GTEX Skin
GTEX-WY7C-2126-SM-3NB2R	GTEX Skin
GTEX-WY7C-2326-SM-3NB2U	GTEX Skin
GTEX-WYBS-0626-SM-3NMAS	GTEX Skin
GTEX-WYJK-0126-SM-3NMAB	GTEX Skin
GTEX-WYJK-0526-SM-3NM8Z	GTEX Skin
GTEX-WYVS-1626-SM-3NM9R	GTEX Skin
GTEX-WYVS-2126-SM-3NMA3	GTEX Skin
GTEX-WZTO-0126-SM-3NM95	GTEX Skin
GTEX-X261-0126-SM-3NMD6	GTEX Skin
GTEX-X3Y1-2026-SM-3P5YM	GTEX Skin
GTEX-X4EO-0326-SM-3P5YO	GTEX Skin
GTEX-X4EO-2926-SM-4E3JH	GTEX Skin
GTEX-X4EP-0126-SM-3P5YV	GTEX Skin
GTEX-X4EP-0626-SM-3P621	GTEX Skin
GTEX-X4XX-0126-SM-3NMC2	GTEX Skin
GTEX-X4XY-0226-SM-4E3IZ	GTEX Skin
GTEX-X585-0226-SM-4QAS2	GTEX Skin
GTEX-X585-2426-SM-46MW2	GTEX Skin
GTEX-X5EB-2226-SM-46MW4	GTEX Skin
GTEX-X62O-0126-SM-4E3JN	GTEX Skin
GTEX-X638-0126-SM-47JZ8	GTEX Skin
GTEX-X8HC-0126-SM-4E3JW	GTEX Skin
GTEX-X8HC-0626-SM-4E3HQ	GTEX Skin
GTEX-XAJ8-0826-SM-47JY6	GTEX Skin
GTEX-XAJ8-1426-SM-47JYM	GTEX Skin
GTEX-XBEC-0726-SM-4QARZ	GTEX Skin
GTEX-XBED-1926-SM-47JYP	GTEX Skin
GTEX-XBED-2226-SM-47JYQ	GTEX Skin
GTEX-XBEW-0626-SM-4QASP	GTEX Skin
GTEX-XBEW-1126-SM-4QARW	GTEX Skin
GTEX-XK95-0226-SM-4AT58	GTEX Skin
GTEX-XOT4-0626-SM-4B66L	GTEX Skin
GTEX-XOTO-0126-SM-4B66N	GTEX Skin
GTEX-XOTO-0726-SM-4B659	GTEX Skin
GTEX-XPVG-2126-SM-4B667	GTEX Skin
GTEX-XPVG-2626-SM-4B669	GTEX Skin
GTEX-XQ3S-1426-SM-4BOPR	GTEX Skin
GTEX-XQ3S-1526-SM-4BOOC	GTEX Skin
GTEX-XQ8I-0426-SM-4BOPO	GTEX Skin
GTEX-XQ8I-0926-SM-4BOOF	GTEX Skin
GTEX-XUJ4-1826-SM-4BOOU	GTEX Skin
GTEX-XUW1-0426-SM-4BOOT	GTEX Skin
GTEX-XUW1-0926-SM-4BONX	GTEX Skin
GTEX-XUYS-0126-SM-47JWZ	GTEX Skin
GTEX-XUZC-1726-SM-4BRWS	GTEX Skin
GTEX-XV7Q-1826-SM-4BRUV	GTEX Skin
GTEX-XV7Q-2526-SM-4BRV9	GTEX Skin
GTEX-XXEK-1626-SM-4BRUZ	GTEX Skin
GTEX-XXEK-2226-SM-4BRUM	GTEX Skin
GTEX-XYKS-2126-SM-4E3IB	GTEX Skin
GTEX-Y111-0126-SM-4SOIV	GTEX Skin
GTEX-Y111-0626-SM-4SOIT	GTEX Skin
GTEX-Y114-2126-SM-4TT8B	GTEX Skin
GTEX-Y114-2426-SM-4TT8A	GTEX Skin
GTEX-Y3I4-1726-SM-4TT89	GTEX Skin
GTEX-Y3I4-2126-SM-4TT7C	GTEX Skin
GTEX-Y3IK-1626-SM-4YCF5	GTEX Skin
GTEX-Y3IK-2426-SM-4WWDU	GTEX Skin
GTEX-Y5LM-1926-SM-5RQJH	GTEX Skin
GTEX-Y5V5-0126-SM-5S2NW	GTEX Skin
GTEX-Y5V5-2326-SM-4V6GA	GTEX Skin
GTEX-Y5V6-2326-SM-4VDSA	GTEX Skin
GTEX-Y5V6-2426-SM-4VDSB	GTEX Skin
GTEX-Y8DK-0126-SM-4TT3L	GTEX Skin
GTEX-Y8E4-0626-SM-4WWDL	GTEX Skin
GTEX-Y8E4-2026-SM-5IFJB	GTEX Skin
GTEX-Y8LW-1526-SM-5IFHL	GTEX Skin
GTEX-Y8LW-1826-SM-5S2MV	GTEX Skin
GTEX-Y9LG-1126-SM-4VBQ7	GTEX Skin
GTEX-YB5K-2026-SM-4VDT3	GTEX Skin
GTEX-YB5K-2126-SM-4WWDJ	GTEX Skin
GTEX-YEC3-1326-SM-4WWEL	GTEX Skin
GTEX-YEC3-1326-SM-5PNXV	GTEX Skin
GTEX-YEC4-1826-SM-4W1YP	GTEX Skin
GTEX-YEC4-2126-SM-5IFJH	GTEX Skin
GTEX-YECK-0326-SM-4W1YS	GTEX Skin
GTEX-YF7O-1526-SM-5IFI6	GTEX Skin
GTEX-YFC4-0126-SM-5CVLY	GTEX Skin
GTEX-YFCO-1226-SM-5LUAT	GTEX Skin
GTEX-YJ89-0126-SM-4TT3X	GTEX Skin
GTEX-YJ8A-0426-SM-5IFID	GTEX Skin
GTEX-YJ8O-2526-SM-5HL85	GTEX Skin
GTEX-Z93S-0126-SM-5HL7M	GTEX Skin
GTEX-Z93S-1626-SM-5CVMB	GTEX Skin
GTEX-Z93T-0126-SM-5HL5N	GTEX Skin
GTEX-Z9EW-1626-SM-5CVMN	GTEX Skin
GTEX-ZA64-1026-SM-5HL8R	GTEX Skin
GTEX-ZAB4-2126-SM-5HL8U	GTEX Skin
GTEX-ZAB5-1826-SM-5HL7C	GTEX Skin
GTEX-ZAB5-2626-SM-5KM3Y	GTEX Skin
GTEX-ZAJG-0126-SM-5HL94	GTEX Skin
GTEX-ZAK1-0126-SM-5IJD3	GTEX Skin
GTEX-ZAK1-0626-SM-5HL8E	GTEX Skin
GTEX-ZC5H-0226-SM-4WAY9	GTEX Skin
GTEX-ZC5H-1526-SM-5HL9Y	GTEX Skin
GTEX-ZDTS-0126-SM-4WAY5	GTEX Skin
GTEX-ZDTS-0826-SM-4WKHL	GTEX Skin
GTEX-ZDTT-0426-SM-4WKFL	GTEX Skin
GTEX-ZDTT-2726-SM-4WKF8	GTEX Skin
GTEX-ZDXO-3026-SM-5J1N5	GTEX Skin
GTEX-ZDXO-3126-SM-5IJDF	GTEX Skin
GTEX-ZDYS-2026-SM-5HL5L	GTEX Skin
GTEX-ZDYS-2426-SM-4WKGI	GTEX Skin
GTEX-ZE7O-0126-SM-57WC1	GTEX Skin
GTEX-ZE7O-2726-SM-51MT5	GTEX Skin
GTEX-ZE9C-2526-SM-5IJDR	GTEX Skin
GTEX-ZE9C-2726-SM-57WB5	GTEX Skin
GTEX-ZEX8-2426-SM-4WKG4	GTEX Skin
GTEX-ZF28-0126-SM-4WKGK	GTEX Skin
GTEX-ZF29-0926-SM-4WKFZ	GTEX Skin
GTEX-ZF2S-2326-SM-4WWCE	GTEX Skin
GTEX-ZGAY-0526-SM-4WWBB	GTEX Skin
GTEX-ZLFU-1826-SM-4WWBV	GTEX Skin
GTEX-ZLV1-1526-SM-4WWBC	GTEX Skin
GTEX-ZLWG-0826-SM-59888	GTEX Skin
GTEX-ZP4G-1426-SM-4WWCL	GTEX Skin
GTEX-ZP4G-2426-SM-57WEY	GTEX Skin
GTEX-ZPCL-1126-SM-4WWFE	GTEX Skin
GTEX-ZPIC-1726-SM-57WF2	GTEX Skin
GTEX-ZPU1-1126-SM-4YCF3	GTEX Skin
GTEX-ZQG8-1626-SM-5HL6H	GTEX Skin
GTEX-ZQUD-1426-SM-57WER	GTEX Skin
GTEX-ZT9W-1126-SM-57WDR	GTEX Skin
GTEX-ZT9W-2426-SM-57WFJ	GTEX Skin
GTEX-ZT9X-1526-SM-5DUXD	GTEX Skin
