gene_hsapiens_stress_down,hsapiens_stress_down_Fraction_sp_less4,hsapiens_stress_down_Fraction_sp_less3,hsapiens_stress_down_Fraction_sp_less2,hsapiens_stress_down_Fraction_sp_1,hsapiens_stress_down_Fraction_sp_0
USP47,0.16973400431344357,0.005823148813803019,7.189072609633358e-05,7.189072609633358e-05,0.0
CDCA2,0.2716750539180446,0.024299065420560748,0.00014378145219266715,7.189072609633358e-05,7.189072609633358e-05
DSN1,0.2736161035226456,0.01912293314162473,7.189072609633358e-05,7.189072609633358e-05,0.0
HJURP,0.2614665708123652,0.010711718188353703,0.0,0.0,0.0
KIF15,0.29561466570812367,0.034938892882818116,0.00014378145219266715,0.00014378145219266715,0.0
NCAPG2,0.301294033069734,0.04248741912293314,7.189072609633358e-05,7.189072609633358e-05,0.0
SPC25,0.30977713874910134,0.04155283968368081,0.0003594536304816679,0.0003594536304816679,0.0
UBR5,0.3277498202731848,0.0798705966930266,0.00043134435657800146,0.00043134435657800146,0.0
SNCG,0.30488856937455067,0.03781452192667146,0.000503235082674335,0.000503235082674335,0.0
NKAP,0.2436376707404745,0.009273903666427032,0.00021567217828900073,0.00021567217828900073,0.0
PARP2,0.31639108554996404,0.05348670021567218,0.0003594536304816679,0.0003594536304816679,0.0
WBP4,0.30438533429187636,0.0304097771387491,0.00021567217828900073,0.00021567217828900073,0.0
BUD13,0.02178289000718907,7.189072609633358e-05,0.0,0.0,0.0
RBMX2,0.07584471603163193,0.0003594536304816679,7.189072609633358e-05,7.189072609633358e-05,0.0
BYSL,0.22005751258087708,0.005535585909417685,7.189072609633358e-05,7.189072609633358e-05,0.0
CIRH1A,0.23156002875629045,0.011646297627606038,7.189072609633358e-05,7.189072609633358e-05,0.0
DCAF13,0.21826024442846872,0.004313443565780014,0.00021567217828900073,0.00021567217828900073,0.0
DHX37,0.15197699496764916,0.004169662113587347,0.00014378145219266715,0.00014378145219266715,0.0
IMP4,0.24888569374550684,0.016391085549964053,0.00014378145219266715,0.00014378145219266715,0.0
LTV1,0.27081236520488855,0.025449317038102087,7.189072609633358e-05,7.189072609633358e-05,0.0
