gene_hsapiens_stress_down,hsapiens_stress_down_Fraction_sp_less4,hsapiens_stress_down_Fraction_sp_less3,hsapiens_stress_down_Fraction_sp_less2,hsapiens_stress_down_Fraction_sp_1,hsapiens_stress_down_Fraction_sp_0
ACER3,0.02229906987836871,0.0008347245409015025,0.0,0.0,0.0
PRSS12,0.07679465776293823,0.02671118530884808,0.003219651800620081,0.003100405437634152,0.00011924636298592893
SIM1,1.0,1.0,1.0,0.0,1.0
MEX3D,0.07452897686620558,0.013474839017409968,0.0004769854519437157,0.0003577390889577868,0.00011924636298592893
MEX3B,0.07798712139279752,0.01454805628428333,0.00011924636298592893,0.0,0.00011924636298592893
LACTB2,0.033985213450989746,0.004889100882423086,0.0003577390889577868,0.0003577390889577868,0.0
IL17RD,0.15347006916289052,0.055926544240400666,0.0038158836155497257,0.0036966372525637967,0.00011924636298592893
BTRC,0.014905795373241116,0.0004769854519437157,0.0,0.0,0.0
IL17RB,0.04650608156451228,0.010374433579775817,0.0005962318149296446,0.0004769854519437157,0.00011924636298592893
STYK1,0.09980920581922251,0.02683043167183401,0.0014309563558311473,0.0013117099928452182,0.00011924636298592893
SCRT1,0.0,0.0,0.0,0.0,0.0
SCRT2,0.0,0.0,0.0,0.0,0.0
IFNLR1,0.14285714285714285,0.03613164798473647,0.003219651800620081,0.003100405437634152,0.00011924636298592893
UBLCP1,0.0,0.0,0.0,0.0,0.0
PEA15,0.12675888385404246,0.03195802528022895,0.0013117099928452182,0.0011924636298592892,0.00011924636298592893
MTMR9,0.14977343191032674,0.025995707130932508,0.0003577390889577868,0.0003577390889577868,0.0
MTMR8,0.0,0.0,0.0,0.0,0.0
MTMR7,1.0,1.0,1.0,0.0,1.0
MTMR6,0.0,0.0,0.0,0.0,0.0
MTMR4,0.0,0.0,0.0,0.0,0.0
MTMR3,0.012163129024564751,0.0011924636298592892,0.00011924636298592893,0.0,0.00011924636298592893
MTMR2,0.10934891485809682,0.025995707130932508,0.0007154781779155736,0.0007154781779155736,0.0
MTMR1,0.0,0.0,0.0,0.0,0.0
YIPF5,0.004531361793465299,0.0005962318149296446,0.00011924636298592893,0.0,0.00011924636298592893
VAT1,1.0,1.0,1.0,0.0,1.0
CYB561,0.11578821845933698,0.03577390889577868,0.004769854519437157,0.004769854519437157,0.0
NCOR2,0.06689720963510613,0.004292869067493442,0.0,0.0,0.0
TACSTD2,0.07894109229668494,0.026353446219890293,0.003458144526591939,0.00333889816360601,0.00011924636298592893
NABP1,0.09706653947054615,0.03935129978535655,0.002981159074648223,0.002981159074648223,0.0
FARP2,1.0,1.0,1.0,0.0,1.0
MT-CYB,0.021583591700453136,0.0028619127116622945,0.00011924636298592893,0.00011924636298592893,0.0
TEK,0.07059384688766993,0.015979012640114476,0.00333889816360601,0.00333889816360601,0.0
OR2A12,0.0,0.0,0.0,0.0,0.0
OR2A14,0.0,0.0,0.0,0.0,0.0
DEPDC1,0.07762938230383973,0.012401621750536608,0.001550202718817076,0.001550202718817076,0.0
DEPDC7,1.0,1.0,1.0,0.0,1.0
DEPDC4,0.0,0.0,0.0,0.0,0.0
DEPDC5,0.04471738611972335,0.005843071786310518,0.0,0.0,0.0
SCYL2,0.0,0.0,0.0,0.0,0.0
SCYL3,0.0,0.0,0.0,0.0,0.0
STXBP1,0.16026711185308848,0.05878845695206296,0.00560457906033866,0.005485332697352731,0.00011924636298592893
STXBP3,0.0,0.0,0.0,0.0,0.0
STXBP2,0.2270450751252087,0.09348914858096828,0.009539709038874314,0.009420462675888386,0.00011924636298592893
STXBP5,0.0,0.0,0.0,0.0,0.0
STXBP4,0.12520868113522537,0.034342952539947534,0.0004769854519437157,0.0004769854519437157,0.0
STXBP6,0.0,0.0,0.0,0.0,0.0
S1PR3,0.0017886954447889339,0.00023849272597185786,0.00023849272597185786,0.00011924636298592893,0.00011924636298592893
S1PR2,1.0,1.0,1.0,0.0,1.0
S1PR1,0.09444311948485572,0.024207011686143573,0.0022656808967326495,0.002146434533746721,0.00011924636298592893
S1PR4,0.12640114476508466,0.044955878845695206,0.01108991175769139,0.01108991175769139,0.0
ENY2,0.0,0.0,0.0,0.0,0.0
CCZ1,0.0,0.0,0.0,0.0,0.0
NBN,0.0,0.0,0.0,0.0,0.0
MIF,1.0,1.0,1.0,0.0,1.0
EXOC6,1.0,1.0,1.0,0.0,1.0
CDK1,0.08144526591938946,0.0098974481278321,0.0014309563558311473,0.0014309563558311473,0.0
CDK2,1.0,1.0,1.0,0.0,1.0
CDK4,0.0,0.0,0.0,0.0,0.0
CDK5,0.004054376341521584,0.00023849272597185786,0.0,0.0,0.0
CDK6,1.0,1.0,1.0,0.0,1.0
EIF4E1B,0.03684712616265204,0.005008347245409015,0.0003577390889577868,0.0003577390889577868,0.0
CDK8,0.0,0.0,0.0,0.0,0.0
CDK9,0.0741712377772478,0.012520868113522538,0.0005962318149296446,0.0005962318149296446,0.0
HAPLN1,1.0,1.0,1.0,0.0,1.0
HAPLN3,0.07941807774862866,0.0098974481278321,0.0004769854519437157,0.0003577390889577868,0.00011924636298592893
HAPLN2,0.10672549487240639,0.018244693536847125,0.00023849272597185786,0.00023849272597185786,0.0
RERE,0.014786549010255187,0.0004769854519437157,0.0,0.0,0.0
RERG,0.09861674218936323,0.028261388027665157,0.0013117099928452182,0.0011924636298592892,0.00011924636298592893
SUPT3H,0.13856427378964942,0.053064631528738374,0.004769854519437157,0.004769854519437157,0.0
PRKCI,0.0,0.0,0.0,0.0,0.0
PRKCH,0.07548294777009301,0.009181969949916527,0.0003577390889577868,0.00023849272597185786,0.00011924636298592893
PRKCA,1.0,1.0,1.0,0.0,1.0
PRKCB,0.06618173145719056,0.021464345337467206,0.0011924636298592892,0.0010732172668733604,0.00011924636298592893
PRKCE,1.0,1.0,1.0,0.0,1.0
PRKCD,0.13582160744097305,0.038039589792511326,0.0013117099928452182,0.0011924636298592892,0.00011924636298592893
PRKCG,0.0,0.0,0.0,0.0,0.0
PRKCZ,0.15967088003815882,0.04233245886000477,0.002981159074648223,0.0028619127116622945,0.00011924636298592893
RER1,0.07655616503696637,0.004769854519437157,0.0,0.0,0.0
SGSM2,0.09122346768423563,0.01764846172191748,0.0003577390889577868,0.0003577390889577868,0.0
PRKCQ,0.0,0.0,0.0,0.0,0.0
MUL1,0.0,0.0,0.0,0.0,0.0
PPIL1,0.010970665394705462,0.0008347245409015025,0.0,0.0,0.0
PPIL2,0.09444311948485572,0.01454805628428333,0.0007154781779155736,0.0005962318149296446,0.00011924636298592893
PPIL3,0.0,0.0,0.0,0.0,0.0
PPIL4,0.0791795850226568,0.006439303601240162,0.00011924636298592893,0.00011924636298592893,0.0
CCDC94,0.0,0.0,0.0,0.0,0.0
CCDC97,0.013594085380395898,0.0008347245409015025,0.0,0.0,0.0
CCDC91,0.009181969949916527,0.0005962318149296446,0.0,0.0,0.0
CCDC92,0.1652754590984975,0.03672787979966611,0.001669449081803005,0.001550202718817076,0.00011924636298592893
ZNF572,0.060457906033865964,0.009658955401860243,0.0004769854519437157,0.0003577390889577868,0.00011924636298592893
ZNF574,0.012520868113522538,0.0004769854519437157,0.0,0.0,0.0
ZNF576,0.0,0.0,0.0,0.0,0.0
ZNF577,0.11101836393989983,0.029811590746482233,0.0011924636298592892,0.0011924636298592892,0.0
ZNF579,0.0,0.0,0.0,0.0,0.0
KCNAB1,0.09957071309325066,0.02015263534462199,0.0007154781779155736,0.0007154781779155736,0.0
KCNAB3,0.04996422609110422,0.005962318149296446,0.0003577390889577868,0.0003577390889577868,0.0
