gene_hsapiens_stress_up,hsapiens_stress_up_Fraction_sp_less4,hsapiens_stress_up_Fraction_sp_less3,hsapiens_stress_up_Fraction_sp_less2,hsapiens_stress_up_Fraction_sp_1,hsapiens_stress_up_Fraction_sp_0
SRBD1,0.2070916635231988,0.01969068276122218,0.00022632968691059977,0.00022632968691059977,0.0
ABAT,0.26276876650320635,0.11044888721237268,0.003244058845718597,0.003244058845718597,0.0
PHOX2A,0.17472651829498304,0.011316484345529988,0.00045265937382119953,0.00045265937382119953,0.0
PHOX2B,0.13134666163711806,0.0063372312334967935,0.00022632968691059977,0.00022632968691059977,0.0
UPK2,0.16672953602414184,0.01003394945303659,0.0,0.0,0.0
CFH,0.22610335722368918,0.04405884571859676,0.001886080724254998,0.001886080724254998,0.0
CFI,0.24322897019992457,0.051150509241795546,0.0013579781214635986,0.0012825348924933987,7.544322897019993e-05
ANKFY1,0.24564315352697094,0.08683515654470012,0.0015843078083741984,0.0015843078083741984,0.0
CFB,0.22663145982648059,0.04541682384006036,0.0008298755186721991,0.0008298755186721991,0.0
CFP,0.2102602791399472,0.03711806865333836,0.003244058845718597,0.003244058845718597,0.0
