gene_mmusculus_stress_up,mmusculus_stress_up_Fraction_sp_less7,mmusculus_stress_up_Fraction_sp_less6,mmusculus_stress_up_Fraction_sp_less5,mmusculus_stress_up_Fraction_sp_less4,mmusculus_stress_up_Fraction_sp_less3,mmusculus_stress_up_Fraction_sp_less2,mmusculus_stress_up_Fraction_sp_1,mmusculus_stress_up_Fraction_sp_0
TRIO,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
RABL2B,0.27180140038192235,0.20560152768936982,0.09463186929768724,0.04752811372798642,0.01718650541056652,0.002758328028856355,0.002758328028856355,0.0
TCP1,0.036494801612561,0.015701251856566942,0.00488011882028432,0.0006365372374283895,0.000424358158285593,0.0002121790791427965,0.0002121790791427965,0.0
APOA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM90A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPRASP2,0.27265011669849354,0.2066624230850838,0.1096965839168258,0.04010184595798854,0.011882028431996604,0.0010608953957139827,0.0010608953957139827,0.0
VPREB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPSR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XPO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC16A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC16A1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SLC16A3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SLC16A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC16A4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SLC16A6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ARHGAP30,0.27710587736049225,0.20347973689794185,0.1217907914279652,0.07468703585826438,0.04328453214513049,0.007214088690855082,0.007001909611712286,0.0002121790791427965
ARHGAP31,0.23127519626564821,0.1580734139613834,0.11542541905368131,0.06895820072140887,0.023976235943136005,0.0019096117122851686,0.001697432633142372,0.0002121790791427965
ARHGAP32,0.11075747931253978,0.027583280288563546,0.009548058561425843,0.002546148949713558,0.000424358158285593,0.0002121790791427965,0.0002121790791427965,0.0
ARHGAP33,0.282622533418205,0.22236367494165074,0.12921705919796309,0.056651814131126674,0.016549968173138127,0.0014852535539995756,0.0014852535539995756,0.0
ARHGAP35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYVE1,0.1464035646085296,0.07107999151283684,0.031826861871419476,0.020369191597708464,0.009335879482283047,0.000848716316571186,0.000848716316571186,0.0
PIBF1,0.23636749416507533,0.16931890515595163,0.09505622745597284,0.02673456397199236,0.002758328028856355,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
CACNA1H,0.20284319966051348,0.10778697220454063,0.036282622533418206,0.012518565669424995,0.0010608953957139827,0.0002121790791427965,0.0,0.0002121790791427965
CACNA1I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYCP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1B,0.13133884998939105,0.056015276893698285,0.014428177381710164,0.0023339698705707617,0.0,0.0,0.0,0.0
CACNA1C,0.2760449819647783,0.19923615531508593,0.13261192446424783,0.08253766178654785,0.03203904095056227,0.001273074474856779,0.0010608953957139827,0.0002121790791427965
CACNA1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1G,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
MYPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMP8A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMP8B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGLAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC15A3,0.24527901548907277,0.17016762147252282,0.08741778060683217,0.03967748779970295,0.020157012518565668,0.0010608953957139827,0.000848716316571186,0.0002121790791427965
SLC15A4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PQBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLBP,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ABCF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCF2,0.05410566518141311,0.03416083174199024,0.016549968173138127,0.003394865266284744,0.0010608953957139827,0.0,0.0,0.0
ABCF1,0.05198387438998515,0.02928071292170592,0.014215998302567368,0.0046679397411415234,0.0006365372374283895,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
PJA1,0.2766815192022067,0.2066624230850838,0.11033312115425419,0.037980055166560577,0.008699342244854658,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
PJA2,0.20963293019308296,0.11818374708253766,0.05304476978569913,0.005728835136855506,0.0002121790791427965,0.0002121790791427965,0.0,0.0002121790791427965
PRKAB2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PRKAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIKE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAX5,0.1472522809251008,0.07765754296626352,0.040950562274559725,0.015276893698281349,0.0019096117122851686,0.0,0.0,0.0
PAX4,0.0038192234245703373,0.002970507107999151,0.0021217907914279654,0.001697432633142372,0.001697432633142372,0.0002121790791427965,0.0002121790791427965,0.0
PAX7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAX6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAX1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PAX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTH2,0.003182686187141948,0.002970507107999151,0.0021217907914279654,0.000848716316571186,0.000848716316571186,0.000424358158285593,0.000424358158285593,0.0
PAX9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDR2,0.2656482070867812,0.193931678336516,0.12391258221939316,0.08508381073626141,0.05134733715255676,0.010608953957139827,0.01039677487799703,0.0002121790791427965
DDR1,0.22533418204964992,0.11075747931253978,0.027583280288563546,0.009548058561425843,0.002546148949713558,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
LRCH4,0.24570337364735836,0.15361765329938468,0.05792488860598345,0.018035221727137705,0.004455760661998727,0.0,0.0,0.0
LRCH1,0.24145979206450244,0.15170804158709952,0.09654148100997241,0.06195629110969658,0.02567366857627838,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
LRCH2,0.2985359643539147,0.2497347761510715,0.1582855930405262,0.09654148100997241,0.03203904095056227,0.003182686187141948,0.003182686187141948,0.0
LRCH3,0.29598981540420116,0.231487375344791,0.14406959473795883,0.07001909611712286,0.00912370040314025,0.0002121790791427965,0.0002121790791427965,0.0
MBD3L1,0.003182686187141948,0.002970507107999151,0.0021217907914279654,0.0010608953957139827,0.000848716316571186,0.000848716316571186,0.000848716316571186,0.0
MBD3L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR6M1,0.002970507107999151,0.0021217907914279654,0.0010608953957139827,0.000848716316571186,0.000848716316571186,0.0,0.0,0.0
PDE7B,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
DSG2,0.05198387438998515,0.016762147252280923,0.007850625928283471,0.000424358158285593,0.0,0.0,0.0,0.0
DSG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF101,0.22639507744536388,0.1287927010396775,0.057712709526840655,0.012306386590282199,0.0014852535539995756,0.0,0.0,0.0
SH3BP5L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DET1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRBF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNJ3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNJ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNJ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAFD1,0.15361765329938468,0.08232548270740506,0.036494801612561,0.00551665605771271,0.000424358158285593,0.0,0.0,0.0
KCNJ6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNJ5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNJ4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNJ9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNJ8,0.18735412688308933,0.10757479312539783,0.02928071292170592,0.002758328028856355,0.0002121790791427965,0.0002121790791427965,0.0002121790791427965,0.0
CMYA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEX19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PEX10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEX13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEX14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEX16,0.18098875450880544,0.0967536600891152,0.029705071079991513,0.0014852535539995756,0.0,0.0,0.0,0.0
RFXANK,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
FAM71C,0.003182686187141948,0.002970507107999151,0.0021217907914279654,0.0010608953957139827,0.000848716316571186,0.000848716316571186,0.000848716316571186,0.0
OGG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGDIG,0.031402503713133884,0.01039677487799703,0.001273074474856779,0.000848716316571186,0.000848716316571186,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
SESN3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TBRG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBRG4,0.13897729683853172,0.05898578400169743,0.028007638446849142,0.012306386590282199,0.0010608953957139827,0.0002121790791427965,0.0,0.0002121790791427965
PLEKHJ1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CRMP1,0.2796520263102058,0.21514958625079567,0.1332484617016762,0.06280500742626777,0.016549968173138127,0.0021217907914279654,0.0021217907914279654,0.0
FN3K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF43,0.25843411839592617,0.19011245491194567,0.08274984086569065,0.019732654360280075,0.008274984086569064,0.0010608953957139827,0.0010608953957139827,0.0
RNF41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCUN1D1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
DCUN1D3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCUN1D4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCUN1D5,0.07574793125397836,0.04667939741141523,0.03203904095056227,0.01039677487799703,0.001697432633142372,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
DEPTOR,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
MTTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIFM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIFM1,0.2435815828559304,0.15913430935709738,0.06407808190112455,0.028431996605134735,0.01718650541056652,0.002758328028856355,0.002758328028856355,0.0
IL17RC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MATK,0.1217907914279652,0.07001909611712286,0.040314025037131336,0.01718650541056652,0.000848716316571186,0.0002121790791427965,0.0002121790791427965,0.0
IL17RA,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
FOXR1,0.003182686187141948,0.002970507107999151,0.0021217907914279654,0.0010608953957139827,0.000848716316571186,0.000848716316571186,0.000848716316571186,0.0
HBA1,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0
MUC5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCOR1,0.1400381922342457,0.0668364099299809,0.028856354763420328,0.010608953957139827,0.001697432633142372,0.0002121790791427965,0.0,0.0002121790791427965
SCAPER,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
UCP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVEN,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REPS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEF,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
REPS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TES,0.15701251856566942,0.11648631444939529,0.05686399321026947,0.01103331211542542,0.002758328028856355,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
RAP2B,0.22406110757479314,0.13855293868024612,0.0787184383619775,0.04455760661998727,0.007426267769997878,0.0006365372374283895,0.0006365372374283895,0.0
RAP2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAPP1,0.2569488648419266,0.17610863568852111,0.09951198811797157,0.05622745597284108,0.0120942075111394,0.001273074474856779,0.0010608953957139827,0.0002121790791427965
CTGF,0.2019944833439423,0.13918947591767453,0.0912370040314025,0.05643963505198388,0.014215998302567368,0.000424358158285593,0.000424358158285593,0.0
OVOL1,0.24633991088478677,0.16995544239338,0.07511139401654997,0.019308296201994483,0.0076384468491406746,0.0010608953957139827,0.0010608953957139827,0.0
HADHB,0.18226182898366222,0.07617228941226395,0.03352429450456185,0.02143008699342245,0.006365372374283896,0.0006365372374283895,0.0006365372374283895,0.0
HADHA,0.07723318480797793,0.03416083174199024,0.023976235943136005,0.010821133036282623,0.0010608953957139827,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
RPS19BP1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
KBTBD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLXNB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC56,0.269043072353066,0.20984510927222577,0.09845109272225759,0.0241884150222788,0.0046679397411415234,0.000424358158285593,0.000424358158285593,0.0
LRRC57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC59,0.15552726501166986,0.07617228941226395,0.01994483343942287,0.008062805007426267,0.004031402503713134,0.0006365372374283895,0.0006365372374283895,0.0
AP1M2,0.2832590706556333,0.22533418204964992,0.14300869934224486,0.03819223424570337,0.012942923827710588,0.002970507107999151,0.002970507107999151,0.0
AP1M1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC146,0.2009335879482283,0.10502864417568428,0.053256948864841926,0.022278803309993635,0.0038192234245703373,0.0,0.0,0.0
CCDC141,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
L1CAM,0.16804583068109485,0.08402291534054743,0.0241884150222788,0.0046679397411415234,0.0010608953957139827,0.0002121790791427965,0.0002121790791427965,0.0
CCDC149,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TKTL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKTL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT-ATP8,0.18459579885423297,0.07977933375769149,0.030341608317419902,0.020157012518565668,0.006577551453426692,0.0002121790791427965,0.0002121790791427965,0.0
TBX20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT-ATP6,0.18459579885423297,0.07977933375769149,0.030341608317419902,0.020157012518565668,0.006577551453426692,0.0002121790791427965,0.0002121790791427965,0.0
FAM3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBPL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBPL2,0.24082325482707406,0.16719711436452367,0.08317419902397624,0.018671758964566094,0.001273074474856779,0.0,0.0,0.0
OSBPL3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
OSBPL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBPL5,0.19902397623594315,0.13070231275196265,0.08741778060683217,0.047103755569700825,0.008699342244854658,0.0002121790791427965,0.0002121790791427965,0.0
TUBB4B,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
DCDC1,0.19096117122851686,0.09038828771483132,0.03373647358370465,0.011669849352853808,0.0010608953957139827,0.0,0.0,0.0
DCDC2,0.05113515807341396,0.015913430935709738,0.0046679397411415234,0.000848716316571186,0.0,0.0,0.0,0.0
OR4K5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR4K1,0.003182686187141948,0.002970507107999151,0.0021217907914279654,0.000848716316571186,0.000848716316571186,0.0,0.0,0.0
OR4K2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCKS,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CCBE1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SS18,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
AADACL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMO2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LMO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMO4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LMO7,0.005728835136855506,0.000424358158285593,0.000424358158285593,0.000424358158285593,0.000424358158285593,0.0002121790791427965,0.0,0.0002121790791427965
ATPAF2,0.15213239974538512,0.0608953957139826,0.026522384892849565,0.011457670273711012,0.001273074474856779,0.0,0.0,0.0
AFAP1,0.26373859537449607,0.1767451729259495,0.11521323997453851,0.07383831954169319,0.024612773180564398,0.0010608953957139827,0.000848716316571186,0.0002121790791427965
LARS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERBB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJB1,0.10099724167197115,0.03479736897941863,0.011457670273711012,0.0014852535539995756,0.0006365372374283895,0.0002121790791427965,0.0002121790791427965,0.0
GJB3,0.20369191597708466,0.1215786123488224,0.029705071079991513,0.011882028431996604,0.004455760661998727,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
GJB2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
GATA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJB6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF75A,0.1820496499045194,0.08381073626140463,0.04392106938255888,0.014428177381710164,0.0014852535539995756,0.0002121790791427965,0.0002121790791427965,0.0
PSMC1,0.08996392955654572,0.04434542754084447,0.027583280288563546,0.01039677487799703,0.002546148949713558,0.000848716316571186,0.000848716316571186,0.0
PSMC2,0.183534903458519,0.07765754296626352,0.03840441332484617,0.02376405686399321,0.007214088690855082,0.0006365372374283895,0.0006365372374283895,0.0
PSMC3,0.08826649692340335,0.039253129641417354,0.026098026734563972,0.012518565669424995,0.0014852535539995756,0.0,0.0,0.0
PSMC4,0.14704010184595798,0.06619987269255251,0.037980055166560577,0.01952047528113728,0.00488011882028432,0.000848716316571186,0.0006365372374283895,0.0002121790791427965
PSMC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFT172,0.2745597284107787,0.2024188415022279,0.12327604498196477,0.05410566518141311,0.01888393804370889,0.001273074474856779,0.0010608953957139827,0.0002121790791427965
FN3KRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT-CO1,0.08253766178654785,0.03161468279227668,0.02079354975599406,0.0076384468491406746,0.0002121790791427965,0.0,0.0,0.0
MT-CO2,0.18523233609166137,0.08253766178654785,0.03161468279227668,0.02079354975599406,0.0076384468491406746,0.0002121790791427965,0.0002121790791427965,0.0
MT-CO3,0.08253766178654785,0.03161468279227668,0.02079354975599406,0.0076384468491406746,0.0002121790791427965,0.0,0.0,0.0
MARCH5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCH4,0.00488011882028432,0.002970507107999151,0.0023339698705707617,0.000848716316571186,0.000424358158285593,0.0,0.0,0.0
MARCH7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCH6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCH9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLSTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLSTN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELSPBP1,0.003182686187141948,0.002970507107999151,0.0021217907914279654,0.0010608953957139827,0.000848716316571186,0.000848716316571186,0.000848716316571186,0.0
CDKN2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKN2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKN2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKN2D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDEM2,0.171016337789094,0.09357097390197326,0.03946530872056015,0.021642266072565246,0.008274984086569064,0.0002121790791427965,0.0002121790791427965,0.0
EDEM3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
EDEM1,0.12433694037767876,0.07107999151283684,0.03607044345427541,0.01039677487799703,0.0006365372374283895,0.0002121790791427965,0.0,0.0002121790791427965
SAP30L,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PLCZ1,0.003182686187141948,0.002970507107999151,0.0021217907914279654,0.0010608953957139827,0.000848716316571186,0.000848716316571186,0.000848716316571186,0.0
CCL2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CCL3,0.1453426692128156,0.07553575217483556,0.03373647358370465,0.01994483343942287,0.002546148949713558,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
CCL1,0.003182686187141948,0.002970507107999151,0.0021217907914279654,0.000848716316571186,0.000848716316571186,0.0002121790791427965,0.0002121790791427965,0.0
CCL7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CCL5,0.24612773180564396,0.17525991937194993,0.09081264587311691,0.037555697008274984,0.02249098238913643,0.0038192234245703373,0.0038192234245703373,0.0
CCL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCCS,0.182474008062805,0.07702100572883513,0.03479736897941863,0.02206662423085084,0.005941014215998302,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
OR2AG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR2AG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CES5A,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ZNF800,0.21769573520050922,0.13112667091024824,0.06407808190112455,0.018035221727137705,0.002758328028856355,0.000424358158285593,0.000424358158285593,0.0
FAM65C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM65B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM65A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QRFPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHB2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
HIST1H4G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16orf45,0.2964141735624867,0.26013155102906854,0.17377466581795034,0.06917037980055167,0.015701251856566942,0.001273074474856779,0.001273074474856779,0.0
INTU,0.28368342881391895,0.22384892849565033,0.13834075960110334,0.0676851262465521,0.015701251856566942,0.000848716316571186,0.000848716316571186,0.0
GJA10,0.003182686187141948,0.002970507107999151,0.0021217907914279654,0.0019096117122851686,0.000848716316571186,0.000848716316571186,0.000848716316571186,0.0
AGTPBP1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
GPIHBP1,0.15531508593252705,0.11542541905368131,0.06492679821769573,0.017398684489709316,0.003182686187141948,0.0,0.0,0.0
LUC7L3,0.27010396774878,0.18968809675366008,0.12412476129853596,0.054954381497984296,0.019732654360280075,0.004031402503713134,0.004031402503713134,0.0
LUC7L2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
FAM131A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM131C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHHADH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NME4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NME5,0.2749840865690643,0.21005728835136855,0.11224273286653937,0.03437301082113304,0.0120942075111394,0.000848716316571186,0.000848716316571186,0.0
NME6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
NME7,0.2673456397199236,0.20072140886908552,0.10142159983025674,0.03564608529598982,0.011669849352853808,0.0006365372374283895,0.0006365372374283895,0.0
NME1,0.04625503925312964,0.031826861871419476,0.010184595798854232,0.0014852535539995756,0.000424358158285593,0.0,0.0,0.0
NME2,0.031826861871419476,0.010184595798854232,0.0014852535539995756,0.000424358158285593,0.0,0.0,0.0,0.0
NME3,0.07850625928283471,0.03819223424570337,0.010821133036282623,0.0006365372374283895,0.0002121790791427965,0.0,0.0,0.0
FREM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FREM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF37A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPB42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPB41,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
MATR3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TIAM1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TIAM2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
KATNAL1,0.28898790579248884,0.232548270740505,0.14491831105453,0.07023127519626565,0.01464035646085296,0.000848716316571186,0.0006365372374283895,0.0002121790791427965
ATG10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ATG14,0.12454911945682155,0.052196053469127944,0.016762147252280923,0.002758328028856355,0.000848716316571186,0.0002121790791427965,0.0,0.0002121790791427965
VSTM2L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSTM2B,0.0023339698705707617,0.0021217907914279654,0.000848716316571186,0.000424358158285593,0.0002121790791427965,0.0002121790791427965,0.0,0.0002121790791427965
PTAFR,0.25355399957564184,0.17228941226395078,0.09845109272225759,0.056015276893698285,0.022278803309993635,0.00488011882028432,0.00488011882028432,0.0
FRMD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
