gene_mmusculus_stress_up,mmusculus_stress_up_Fraction_sp_less7,mmusculus_stress_up_Fraction_sp_less6,mmusculus_stress_up_Fraction_sp_less5,mmusculus_stress_up_Fraction_sp_less4,mmusculus_stress_up_Fraction_sp_less3,mmusculus_stress_up_Fraction_sp_less2,mmusculus_stress_up_Fraction_sp_1,mmusculus_stress_up_Fraction_sp_0
CHST3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHST5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHST6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGAX,0.207511139401655,0.1277318056439635,0.06471461913855293,0.029068533842563124,0.018459579885423297,0.003394865266284744,0.003394865266284744,0.0
BCL2A1,0.20878421387651178,0.12942923827710587,0.0672607680882665,0.029705071079991513,0.017610863568852112,0.0014852535539995756,0.001273074474856779,0.0002121790791427965
ITGAV,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ITGAL,0.2641629535327817,0.18756630596223212,0.1039677487799703,0.05071079991512837,0.023551877784850413,0.0061531932951410994,0.005941014215998302,0.0002121790791427965
ITGAM,0.22109060046679396,0.13643114788881816,0.0676851262465521,0.03161468279227668,0.020581370676851264,0.010821133036282623,0.010821133036282623,0.0
ITGAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF2R,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SLC36A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CKS1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC36A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTN,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ART1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ART4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CADPS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RLF,0.10799915128368343,0.04816465096541481,0.02312751962656482,0.007850625928283471,0.0014852535539995756,0.0002121790791427965,0.0002121790791427965,0.0
CRTAP,0.27158922130277957,0.207511139401655,0.13749204328453216,0.08996392955654572,0.052196053469127944,0.009548058561425843,0.009548058561425843,0.0
ADPGK,0.2698917886696372,0.19499257373223,0.11075747931253978,0.054954381497984296,0.007214088690855082,0.000424358158285593,0.000424358158285593,0.0
CPEB4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CPEB1,0.29768724803734353,0.2507956715467855,0.15531508593252705,0.057712709526840655,0.01633778909399533,0.004031402503713134,0.004031402503713134,0.0
CPEB3,0.18077657542966263,0.11775938892425207,0.0668364099299809,0.018671758964566094,0.004243581582855931,0.0002121790791427965,0.0002121790791427965,0.0
CPEB2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SRBD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOX2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOX2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFH,0.09739019732654361,0.06535115637598132,0.030341608317419902,0.003607044345427541,0.0006365372374283895,0.0002121790791427965,0.0002121790791427965,0.0
CFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKFY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFP,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
AAAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIDT1,0.11903246339910885,0.06938255887969447,0.03585826437513261,0.006365372374283896,0.000424358158285593,0.0,0.0,0.0
SIDT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAGAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4orf17,0.003182686187141948,0.002970507107999151,0.0021217907914279654,0.0019096117122851686,0.000848716316571186,0.000848716316571186,0.000848716316571186,0.0
SCYL1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ABCE1,0.12476129853596435,0.06959473795883726,0.03288775726713346,0.015913430935709738,0.008699342244854658,0.002546148949713558,0.0023339698705707617,0.0002121790791427965
TEN1-CDK3,0.232548270740505,0.12348822406110757,0.037980055166560577,0.00976023764056864,0.000848716316571186,0.0002121790791427965,0.0,0.0002121790791427965
ZNF117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEZ6L,0.002970507107999151,0.0023339698705707617,0.000848716316571186,0.000848716316571186,0.0002121790791427965,0.0,0.0,0.0
PRKAR2A,0.059410142159983026,0.039253129641417354,0.018459579885423297,0.0061531932951410994,0.0014852535539995756,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
PRKAR2B,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
MAGT1,0.07065563335455124,0.017610863568852112,0.008699342244854658,0.005304476978569913,0.0014852535539995756,0.0002121790791427965,0.0002121790791427965,0.0
ITGA2B,0.09717801824740081,0.02928071292170592,0.007001909611712286,0.0019096117122851686,0.0,0.0,0.0,0.0
PHACTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR2K2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHACTR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR1D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR1D2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
OGFR,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PTCH2,0.27562062380649266,0.206450244005941,0.10524082325482707,0.04179927859113092,0.011457670273711012,0.0002121790791427965,0.0002121790791427965,0.0
PTCH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMM44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD9B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD9A,0.2813494589433482,0.22278803309993633,0.12751962656482072,0.03564608529598982,0.005304476978569913,0.000848716316571186,0.0006365372374283895,0.0002121790791427965
ERGIC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERGIC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERGIC1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
B3GAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3GAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3GAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPG21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPG20,0.2913218756630596,0.23127519626564821,0.14449395289624442,0.0736261404625504,0.014428177381710164,0.0010608953957139827,0.0010608953957139827,0.0
GSDMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSDMC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSDMD,0.23233609166136218,0.12454911945682155,0.04795247188627201,0.017610863568852112,0.0019096117122851686,0.0002121790791427965,0.0002121790791427965,0.0
UPK1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPK1B,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
DLGAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP5,0.22384892849565033,0.13027795459367705,0.07383831954169319,0.0428601739868449,0.027158922130277954,0.016762147252280923,0.016549968173138127,0.0002121790791427965
OIP5,0.122002970507108,0.07192870782940802,0.040314025037131336,0.0241884150222788,0.014003819223424571,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
FAM169A,0.11457670273711013,0.042011457670273714,0.012942923827710588,0.0019096117122851686,0.0,0.0,0.0,0.0
PTPN18,0.22384892849565033,0.13239974538510502,0.06832166348398049,0.02737110120942075,0.005728835136855506,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
LRRFIP2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PTPN13,0.16146827922766815,0.08890303416083174,0.030341608317419902,0.008487163165711862,0.0002121790791427965,0.0,0.0,0.0
PTPN12,0.23233609166136218,0.1580734139613834,0.1033312115425419,0.0428601739868449,0.005941014215998302,0.000424358158285593,0.000424358158285593,0.0
PTPN11,0.24761298535964354,0.16762147252280926,0.08699342244854658,0.03288775726713346,0.005092297899427116,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
PTPN14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LYAR,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TRAPPC6A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MZB1,0.2316995544239338,0.14428177381710164,0.072989603225122,0.031190324633991087,0.014215998302567368,0.0010608953957139827,0.0010608953957139827,0.0
TRAPPC6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK3,0.23679185232336092,0.12497347761510715,0.039253129641417354,0.01103331211542542,0.0010608953957139827,0.000424358158285593,0.000424358158285593,0.0
HLA-DQB1,0.13027795459367705,0.05049862083598557,0.031190324633991087,0.00976023764056864,0.0,0.0,0.0,0.0
MSMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXS1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CAMKK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMKK1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHMP3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
RPL36AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR52N4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR52N2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR52N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY6G6C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXA13,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
HOXA11,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.2,0.1,0.03333333333333333,0.03333333333333333,0.0
GTF2I,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TDG,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5
HN1,0.1958412900488012,0.13303628262253342,0.08317419902397624,0.027795459367706343,0.0019096117122851686,0.000424358158285593,0.000424358158285593,0.0
LRRC27,0.2261828983662211,0.12518565669424994,0.056015276893698285,0.021854445151708042,0.003607044345427541,0.0002121790791427965,0.0,0.0002121790791427965
LRRC26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC25,0.22109060046679396,0.13643114788881816,0.0676851262465521,0.031402503713133884,0.020157012518565668,0.009972416719711436,0.009972416719711436,0.0
LRRC24,0.22300021217907914,0.12942923827710587,0.057076172289412266,0.01782304264799491,0.0014852535539995756,0.0,0.0,0.0
LRRC23,0.27753023551877787,0.2191809887545088,0.12751962656482072,0.03840441332484617,0.008699342244854658,0.000424358158285593,0.000424358158285593,0.0
MPDU1,0.2983237852747719,0.2573732230002122,0.17992785911309145,0.08084022915340547,0.015913430935709738,0.0010608953957139827,0.0010608953957139827,0.0
LRRC29,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
LRRC28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCNT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCNT1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
GCNT2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LPCAT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPCAT2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LPCAT3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LPCAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAGLN,0.2809251007850626,0.22936558455336303,0.1402503713133885,0.09335879482283047,0.0547422024188415,0.014428177381710164,0.014428177381710164,0.0
ALPP,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5
PDK1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PDK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBP,0.24103543390621684,0.1638022490982389,0.07383831954169319,0.017610863568852112,0.002758328028856355,0.0006365372374283895,0.0006365372374283895,0.0
PDK4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LNPEP,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ALPI,0.01039677487799703,0.003182686187141948,0.0023339698705707617,0.0010608953957139827,0.000848716316571186,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
SEC61A1,0.2437937619350732,0.14852535539995756,0.07023127519626565,0.016762147252280923,0.007001909611712286,0.002970507107999151,0.002758328028856355,0.0002121790791427965
SEC61A2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ALPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PECR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDIT3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
DDIT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYAL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT45A1,0.0038192234245703373,0.003182686187141948,0.002970507107999151,0.001273074474856779,0.0010608953957139827,0.000848716316571186,0.000848716316571186,0.0
PTPMT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5C1,0.23403352429450455,0.1347337152556758,0.0488011882028432,0.027583280288563546,0.01718650541056652,0.0021217907914279654,0.0021217907914279654,0.0
NPC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB3GAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHLHA15,0.036919159770846595,0.005304476978569913,0.000848716316571186,0.0002121790791427965,0.0002121790791427965,0.0002121790791427965,0.0002121790791427965,0.0
RAB3GAP1,0.14937407171652875,0.062380649267982174,0.0244005941014216,0.008911521323997454,0.002546148949713558,0.000424358158285593,0.000424358158285593,0.0
DAG1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ETHE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGSM3,0.2486738807553575,0.14406959473795883,0.05071079991512837,0.01464035646085296,0.0019096117122851686,0.0,0.0,0.0
KDM1A,0.09187354126883089,0.0488011882028432,0.01888393804370889,0.003607044345427541,0.0010608953957139827,0.0,0.0,0.0
KDM1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIST1H3H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCER1G,0.22681943560364948,0.15213239974538512,0.07405049862083599,0.033948652662847446,0.022278803309993635,0.011245491194568216,0.01103331211542542,0.0002121790791427965
BTG4,0.003182686187141948,0.002970507107999151,0.0021217907914279654,0.0010608953957139827,0.000848716316571186,0.000848716316571186,0.0006365372374283895,0.0002121790791427965
BTG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTG2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
BTG1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SRD5A3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SRD5A1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
GGA1,0.26310205813706766,0.18968809675366008,0.06810948440483769,0.01782304264799491,0.003394865266284744,0.0,0.0,0.0
GGA3,0.20029705071079992,0.11224273286653937,0.03585826437513261,0.008274984086569064,0.0019096117122851686,0.0,0.0,0.0
GGA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHOD1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
GJC1,0.27859113091449184,0.2259707192870783,0.12518565669424994,0.08381073626140463,0.040314025037131336,0.003182686187141948,0.002970507107999151,0.0002121790791427965
PSMB9,0.25928283471249736,0.1886272013579461,0.09632930193082961,0.038616592403988965,0.021854445151708042,0.0010608953957139827,0.0010608953957139827,0.0
PSMB8,0.2743475493316359,0.19690218544451518,0.10842350944196902,0.04519414385741566,0.021005728835136857,0.001273074474856779,0.001273074474856779,0.0
PSMB7,0.21727137704222363,0.12497347761510715,0.04349671122427329,0.025461489497135583,0.01336728198599618,0.0014852535539995756,0.001273074474856779,0.0002121790791427965
PSMB6,0.19096117122851686,0.08168894546997665,0.037980055166560577,0.025885847655421176,0.012518565669424995,0.001273074474856779,0.001273074474856779,0.0
PSMB5,0.2270316146827923,0.10715043496711224,0.04434542754084447,0.02821981752599194,0.014852535539995756,0.000848716316571186,0.000848716316571186,0.0
PSMB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB3,0.15977084659452578,0.0732017823042648,0.03331211542541905,0.01782304264799491,0.003182686187141948,0.0010608953957139827,0.000848716316571186,0.0002121790791427965
PSMB2,0.14215998302567368,0.06216847018883938,0.03161468279227668,0.013791640144281773,0.002758328028856355,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
PSMB1,0.08317419902397624,0.040314025037131336,0.024824952259707194,0.007850625928283471,0.000848716316571186,0.0,0.0,0.0
LMBR1L,0.24124761298535966,0.1402503713133885,0.05983450031826862,0.021642266072565246,0.0046679397411415234,0.0006365372374283895,0.0006365372374283895,0.0
PNMA1,0.2974750689582007,0.24294504561850203,0.1519202206662423,0.07553575217483556,0.021642266072565246,0.003182686187141948,0.003182686187141948,0.0
ACKR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNMA3,0.02928071292170592,0.007001909611712286,0.0019096117122851686,0.0,0.0,0.0,0.0,0.0
PNMA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIML2,0.003182686187141948,0.002970507107999151,0.0021217907914279654,0.0010608953957139827,0.000848716316571186,0.0006365372374283895,0.0006365372374283895,0.0
VPS13D,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
NACC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPS13A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3KBP1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
VPS13C,0.19753872268194356,0.12136643326967961,0.043072353065987695,0.01039677487799703,0.0010608953957139827,0.0002121790791427965,0.0002121790791427965,0.0
VPS13B,0.23000212179079144,0.15658816040738383,0.06874602164226608,0.0244005941014216,0.006789730532569488,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
BEX2,0.20857203479736897,0.11712285168682368,0.04349671122427329,0.011245491194568216,0.001273074474856779,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
BEX1,0.06513897729683853,0.025249310417992787,0.00551665605771271,0.0010608953957139827,0.000424358158285593,0.0002121790791427965,0.0,0.0002121790791427965
TMEM160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM164,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
EVI2A,0.22278803309993633,0.13664332696796097,0.06810948440483769,0.03161468279227668,0.019732654360280075,0.006577551453426692,0.006365372374283896,0.0002121790791427965
TMEM168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVI2B,0.25334182049649906,0.17016762147252282,0.08996392955654572,0.05431784426055591,0.0244005941014216,0.011669849352853808,0.011669849352853808,0.0
FOXN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXN3,0.1402503713133885,0.08614470613197539,0.045406322936558455,0.009548058561425843,0.001273074474856779,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
COL14A1,0.267982176957352,0.19223424570337364,0.12645873116910672,0.08444727349883302,0.05134733715255676,0.012942923827710588,0.012730744748567792,0.0002121790791427965
IFFO1,0.09654148100997241,0.042435815828559306,0.008487163165711862,0.001273074474856779,0.0002121790791427965,0.0002121790791427965,0.0002121790791427965,0.0
TAP2,0.22406110757479314,0.14894971355824316,0.0732017823042648,0.03225122002970507,0.00551665605771271,0.0,0.0,0.0
SNAP91,0.22130277954593677,0.13133884998939105,0.056015276893698285,0.014428177381710164,0.0023339698705707617,0.0,0.0,0.0
C11orf30,0.2597071928707829,0.16889454699766604,0.09484404837683004,0.02503713133884999,0.002546148949713558,0.0002121790791427965,0.0002121790791427965,0.0
IFNA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACROD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACROD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRR1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
STRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8orf48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53I3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MB,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0
SLC18A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC18A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC18A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RALBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF830,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ZNF837,0.23636749416507533,0.11266709102482496,0.024824952259707194,0.0061531932951410994,0.0006365372374283895,0.0002121790791427965,0.0002121790791427965,0.0
ZNF839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZPBP,0.003182686187141948,0.002970507107999151,0.0021217907914279654,0.0010608953957139827,0.000848716316571186,0.000848716316571186,0.000848716316571186,0.0
RAB33A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC17A9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB33B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC17A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC17A6,0.004243581582855931,0.002546148949713558,0.0023339698705707617,0.0006365372374283895,0.0,0.0,0.0,0.0
SLC17A7,0.16274135370252493,0.1039677487799703,0.07192870782940802,0.03437301082113304,0.004031402503713134,0.0002121790791427965,0.0002121790791427965,0.0
SLC17A1,0.016125610014852534,0.008699342244854658,0.001697432633142372,0.0006365372374283895,0.000424358158285593,0.0002121790791427965,0.0002121790791427965,0.0
SLC17A2,0.016125610014852534,0.008699342244854658,0.001697432633142372,0.0006365372374283895,0.000424358158285593,0.0002121790791427965,0.0002121790791427965,0.0
SETDB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITCH,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHMP4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP4C,0.26076808826649694,0.20029705071079992,0.11860810524082326,0.027795459367706343,0.009548058561425843,0.0014852535539995756,0.0014852535539995756,0.0
COBLL1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ST5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM173,0.2510078506259283,0.17929132187566307,0.10417992785911309,0.047740292807129214,0.008487163165711862,0.001273074474856779,0.001273074474856779,0.0
ZNF302,0.14788881816252916,0.07044345427540845,0.03585826437513261,0.009548058561425843,0.0006365372374283895,0.0,0.0,0.0
ZNF300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
