gene_sscrofa_wound_up,sscrofa_wound_up_Fraction_sp_less4,sscrofa_wound_up_Fraction_sp_less3,sscrofa_wound_up_Fraction_sp_less2,sscrofa_wound_up_Fraction_sp_1,sscrofa_wound_up_Fraction_sp_0
ZCCHC4,0.2605650382577987,0.044908769864626254,0.00017657445556209535,0.00017657445556209535,0.0
ZFAND3,0.2625073572689818,0.04844025897586816,0.0002942907592701589,0.0002942907592701589,0.0
ZNF101,0.22060035314891113,0.028193054738081223,0.00023543260741612713,0.00023543260741612713,0.0
ZNF167,0.2064743967039435,0.012065921130076516,0.00011771630370806356,0.00011771630370806356,0.0
ZNF174,0.22160094173042966,0.03143025309005297,0.00011771630370806356,0.00011771630370806356,0.0
ZNF207,0.27769276044732194,0.0696291936433196,0.0007651559741024132,0.0007062978222483814,5.885815185403178e-05
ZNF342,0.16115361977633902,0.011183048852266038,5.885815185403178e-05,5.885815185403178e-05,0.0
ZNF426,0.2316656856974691,0.027192466156562685,0.0002942907592701589,0.0002942907592701589,0.0
ZNF493,0.16115361977633902,0.011183048852266038,5.885815185403178e-05,5.885815185403178e-05,0.0
ZNF502,0.24290759270158918,0.03101824602707475,0.0002942907592701589,0.0002942907592701589,0.0
ZNF596,0.19552678045909358,0.0214832254267216,5.885815185403178e-05,5.885815185403178e-05,0.0
ZNF610,0.23808122424955858,0.026603884638022365,0.00017657445556209535,0.00017657445556209535,0.0
ZNF646,0.2712772218952325,0.06733372572101236,0.000529723366686286,0.00047086521483225425,5.885815185403178e-05
ZNF691,0.2626250735726898,0.044379046497939965,0.00023543260741612713,0.00023543260741612713,0.0
ZNF695,0.2033549146556798,0.021600941730429663,0.00011771630370806356,0.00011771630370806356,0.0
ZNF703,0.21671571512654503,0.024249558563861094,0.00011771630370806356,0.00011771630370806356,0.0
ZNF746,0.27710417892878164,0.07527957622130665,0.0007062978222483814,0.0007062978222483814,0.0
