gene_celegans_stress_up,celegans_stress_up_Fraction_sp_less4,celegans_stress_up_Fraction_sp_less3,celegans_stress_up_Fraction_sp_less2,celegans_stress_up_Fraction_sp_1,celegans_stress_up_Fraction_sp_0
SLC6A18,0.14696341003394944,0.007317993210109393,0.0006789890607317993,0.0006789890607317993,0.0
SACM1L,0.2141833270463976,0.015088645794039984,0.00022632968691059977,0.00022632968691059977,0.0
IL4I1,0.2743870237646171,0.046850245190494154,0.0017351942663145982,0.0016597510373443983,7.544322897019993e-05
IFNA8,0.0,0.0,0.0,0.0,0.0
IFNA2,0.036514522821576766,0.0053564692568841945,0.0,0.0,0.0
IFNA1,0.0,0.0,0.0,0.0,0.0
IFNA7,0.0,0.0,0.0,0.0,0.0
IFNA4,0.0,0.0,0.0,0.0,0.0
RCOR1,0.31158053564692567,0.13059222934741607,0.005658242172764994,0.005582798943794795,7.544322897019993e-05
TIMM23,0.3149000377216145,0.17291588079969822,0.018936250471520182,0.01886080724254998,7.544322897019993e-05
TIMM22,0.3026782346284421,0.0947566955865711,0.005809128630705394,0.005809128630705394,0.0
TIMM21,0.2910599773670313,0.06895511127876273,0.004300264051301396,0.004224820822331196,7.544322897019993e-05
CRYAB,0.31407016220294226,0.15005658242172765,0.007317993210109393,0.0072425499811391925,7.544322897019993e-05
SLC33A1,0.2981516408902301,0.07823462844209732,0.005130139569973595,0.005130139569973595,0.0
STRA13,0.17759336099585063,0.012070916635231988,0.00015088645794039985,0.00015088645794039985,0.0
ELF1,0.3189739720860053,0.1916258015843078,0.012297246322142588,0.012297246322142588,0.0
ELF3,0.31241041116559787,0.12636740852508488,0.00950584685024519,0.00950584685024519,0.0
ELF2,0.29370049038098833,0.08962655601659751,0.0021878536401357977,0.0021878536401357977,0.0
ELF5,0.3026782346284421,0.08608072425499812,0.003772161448509996,0.003772161448509996,0.0
ELF4,0.3164089023010185,0.16688042248208224,0.01033572236891739,0.01033572236891739,0.0
UPK3B,0.2884949075820445,0.06080724254998114,0.00045265937382119953,0.00045265937382119953,0.0
UPK3A,0.00045265937382119953,0.0,0.0,0.0,0.0
LDHD,0.3103734439834025,0.14107883817427386,0.008223311957751792,0.008147868728781591,7.544322897019993e-05
GMPR2,0.24141833270463975,0.019087136929460582,0.0005281026027913995,0.0005281026027913995,0.0
LDHA,0.3108261033572237,0.13904187099207846,0.005281026027913994,0.005281026027913994,0.0
LDHB,0.2653338362881931,0.037570728027159564,0.00022632968691059977,0.00022632968691059977,0.0
LDHC,0.0,0.0,0.0,0.0,0.0
SLFN11,0.3155035835533761,0.15186721991701244,0.008147868728781591,0.008147868728781591,0.0
CFL2,0.31837042625424367,0.200754432289702,0.017804602036967182,0.017729158807996984,7.544322897019993e-05
CFL1,0.3033572236891739,0.08615616748396832,0.0027913994718973974,0.0027159562429271973,7.544322897019993e-05
DNM1L,0.3153526970954357,0.17336854017351944,0.01048660882685779,0.01048660882685779,0.0
PLEKHG2,0.3150509241795549,0.16144850999622784,0.00935496039230479,0.00935496039230479,0.0
