gene_sscrofa_wound_up,sscrofa_wound_up_Fraction_sp_less4,sscrofa_wound_up_Fraction_sp_less3,sscrofa_wound_up_Fraction_sp_less2,sscrofa_wound_up_Fraction_sp_1,sscrofa_wound_up_Fraction_sp_0
PCK2,0.36771029800075444,0.18046020369671822,0.00867597133157299,0.008600528102602792,7.544322897019993e-05
PCK1,0.14432289701999246,0.006035458317615994,0.0003772161448509996,0.0003017729158807997,7.544322897019993e-05
OR10K2,1.0,1.0,1.0,0.0,1.0
OR10K1,0.0,0.0,0.0,0.0,0.0
MRPL33,0.36574877404752926,0.16906827612221803,0.006639004149377593,0.006563560920407393,7.544322897019993e-05
ZMPSTE24,0.2004526593738212,0.013881554130516786,7.544322897019993e-05,7.544322897019993e-05,0.0
MRPL36,0.35956242927197285,0.15224443606186344,0.012599019238023387,0.012523576009053187,7.544322897019993e-05
MRPL37,0.36710675216899286,0.19049415314975482,0.013579781214635987,0.013579781214635987,0.0
MRPL34,0.363787250094304,0.16265560165975104,0.011920030177291588,0.011920030177291588,0.0
MRPL35,0.35639381365522443,0.12161448509996228,0.007921539041870993,0.007921539041870993,0.0
MRPL32,0.23062995096190117,0.015164089023010184,0.00045265937382119953,0.00045265937382119953,0.0
MRPL30,0.3374575631837043,0.08381742738589211,0.0024141833270463976,0.0024141833270463976,0.0
CLEC17A,0.3605431912485854,0.13013956997359488,0.006865333836288193,0.006865333836288193,0.0
MRPL38,0.35895888344021126,0.12236891738966428,0.005582798943794795,0.005507355714824595,7.544322897019993e-05
THOC3,0.34032440588457186,0.08464730290456432,0.0023387400980761975,0.002263296869105998,7.544322897019993e-05
THOC2,0.35820445115050925,0.15005658242172765,0.009204073934364392,0.009204073934364392,0.0
THOC1,0.36906827612221804,0.1985665786495662,0.01818181818181818,0.01818181818181818,0.0
THOC7,0.35594115428140327,0.14077706525839306,0.005582798943794795,0.005582798943794795,0.0
THOC6,0.3050169747265183,0.043153526970954356,0.00022632968691059977,0.00022632968691059977,0.0
THOC5,0.34749151263674083,0.08668427008675972,0.0016597510373443983,0.0015843078083741984,7.544322897019993e-05
ZNF672,0.35058468502451906,0.1064503960769521,0.0021878536401357977,0.0021878536401357977,0.0
RNF103,0.15126367408525085,0.004677480196152395,0.00015088645794039985,7.544322897019993e-05,7.544322897019993e-05
NUP88,0.3288570350811015,0.05884571859675594,0.0012070916635231988,0.0012070916635231988,0.0
RECQL4,0.3629573745756318,0.14319124858543947,0.005507355714824595,0.005507355714824595,0.0
SAA4,0.013881554130516786,0.0005281026027913995,0.0,0.0,0.0
SAA2,0.02082233119577518,0.0006789890607317993,7.544322897019993e-05,7.544322897019993e-05,0.0
SAA1,0.2569596378725009,0.013806110901546586,0.00045265937382119953,0.00045265937382119953,0.0
YTHDF3,0.3093172387778197,0.04270086759713316,0.000980761976612599,0.000980761976612599,0.0
PPOX,0.36476801207091664,0.16416446623915504,0.01003394945303659,0.00995850622406639,7.544322897019993e-05
YTHDF1,0.2734817050169747,0.029347416069407772,0.0005281026027913995,0.0005281026027913995,0.0
KTI12,0.32734817050169746,0.058015843078083745,0.001056205205582799,0.001056205205582799,0.0
GTSF1,0.2869860430026405,0.046850245190494154,0.0017351942663145982,0.0017351942663145982,0.0
NLK,0.36099585062240663,0.11776688042248208,0.0031686156167483968,0.0031686156167483968,0.0
PHLDB2,0.3610712938513768,0.13036589966050546,0.008298755186721992,0.008298755186721992,0.0
RSL24D1,0.35450773293096943,0.11874764239909467,0.004073934364390796,0.004073934364390796,0.0
LETMD1,0.3515654470011316,0.1008675971331573,0.002112410411165598,0.002112410411165598,0.0
MTMR12,0.2559034326669181,0.02119954734062618,0.0003017729158807997,0.0003017729158807997,0.0
MTMR11,0.33647680120709167,0.08427008675971331,0.0012070916635231988,0.001131648434552999,7.544322897019993e-05
