gene_mmusculus_stress_up,mmusculus_stress_up_Fraction_sp_less4,mmusculus_stress_up_Fraction_sp_less3,mmusculus_stress_up_Fraction_sp_less2,mmusculus_stress_up_Fraction_sp_1,mmusculus_stress_up_Fraction_sp_0
ARL2BP,0.30188004860962186,0.29537493745085425,0.004646507970548288,0.004575023232539853,7.14847380084352e-05
DYNC1I2,0.30188004860962186,0.301737079133605,0.023018085638716133,0.023018085638716133,0.0
KLHL7,0.30188004860962186,0.3008792622775038,0.009293015941096576,0.009293015941096576,0.0
PPIF,0.30188004860962186,0.30188004860962186,0.03359782686396454,0.03352634212595611,7.14847380084352e-05
RAB7A,0.30188004860962186,0.3018085638716134,0.03953106011866467,0.03953106011866467,0.0
BSCL2,0.30188004860962186,0.30123668596754594,0.010079348059189364,0.010079348059189364,0.0
PDLIM5,0.30188004860962186,0.3018085638716134,0.02366144828079205,0.023589963542783615,7.14847380084352e-05
PKDCC,0.30188004860962186,0.30188004860962186,0.02859389520337408,0.028522410465365643,7.14847380084352e-05
ABI1,0.30188004860962186,0.30188004860962186,0.024876688826935448,0.024876688826935448,0.0
TBC1D2,0.30188004860962186,0.3015941096575881,0.01608406605189792,0.01608406605189792,0.0
INS,0.30188004860962186,0.30188004860962186,0.13460576166988347,0.13460576166988347,0.0
CYTH3,0.30188004860962186,0.3013081707055544,0.012724283365501465,0.01265279862749303,7.14847380084352e-05
RAPGEF6,0.30188004860962186,0.30066480806347845,0.009364500679105011,0.009293015941096576,7.14847380084352e-05
MYO5B,0.30188004860962186,0.3018085638716134,0.031453284723711485,0.031453284723711485,0.0
RASGRP3,0.30188004860962186,0.30188004860962186,0.017513760812066625,0.01744227607405819,7.14847380084352e-05
ZNF24,0.30188004860962186,0.2995925369933519,0.008363714346986918,0.008363714346986918,0.0
DOCK7,0.30188004860962186,0.3015941096575881,0.014797340767746086,0.01472585602973765,7.14847380084352e-05
ITSN1,0.30188004860962186,0.30188004860962186,0.034813067410107944,0.03474158267209951,7.14847380084352e-05
PLXNB1,0.30188004860962186,0.3011652012295375,0.017227821860032883,0.017227821860032883,0.0
PGM5,0.30188004860962186,0.30152262491957965,0.015083279719779828,0.015083279719779828,0.0
SOS1,0.30188004860962186,0.30188004860962186,0.03602830795625134,0.03602830795625134,0.0
